,text,reviewId,city,lan,5D,Reliability,Tangibility,Empathy,Responsiveness,Assurance
226,"Excellent food prepared perfectly in an atmosphere that was intimate and enjoyable. The service was excellent, and I look forward to returning.",ChdDSUhNMG9nS0VJQ0FnSUQ5LVpfcmtnRRAB,Atlanta,en,"Reliability, Empathy",True,False,True,False,False
227,We love to bring friends here because our waiter Luie is just great and everyone else is so pleasant. You can visit with other diners here as is the European Tradition. We visit 1 or 2 times per month.,ChdDSUhNMG9nS0VJQ0FnSUQ5NGJ1RXFRRRAB,Atlanta,en,Empathy,False,False,True,False,False
249,Good food and clean,ChZDSUhNMG9nS0VJQ0FnSUNqcHJMQUFREAE,Atlanta,en,Tangibility,False,True,False,False,False
253,Tbh the best Thai I’ve had in ATL and I’ve been to Thailand The vegetarian Thai tofu slaps and so does the pad thai. Definitely recommend! Love going here,ChZDSUhNMG9nS0VJQ0FnSUREd19IRmFnEAE,Atlanta,en,Tangibility,False,True,False,False,False
260,I love the food here but the Mac and cheese tastes like a bag of sugar.,ChdDSUhNMG9nS0VJQ0FnSUREcDdDRmxBRRAB,Atlanta,en,Tangibility,False,True,False,False,False
264,Whenever I’m in the A I gotta hit the best LateNite soul food hands down,ChdDSUhNMG9nS0VJQ0FnSUNEdFptUG93RRAB,Atlanta,en,Empathy,False,False,True,False,False
269,Simply the best choice! Hits the spot every time all the time no matter the time! Great way to end your evening.,ChZDSUhNMG9nS0VJQ0FnSUNENE5ib0xREAE,Atlanta,en,Reliability,True,False,False,False,False
271,Great food and customer service,ChZDSUhNMG9nS0VJQ0FnSUQ5cl95cmVREAE,Atlanta,en,Assurance,False,False,False,False,True
288,Nice spot to watch sports. Seating is first come. The service was very slow but the server was nice. The space is tight but a good time. The parking is very limited on the property.,ChdDSUhNMG9nS0VJQ0FnSUN0aDg3djR3RRAB,Atlanta,en,"Responsiveness, Tangibility",False,True,False,True,False
298,"If I could give this place negative 5 stars I would, negative 100 stars even. I sat down on the patio for hours. I asked the security to get me a server, asked hookah girl, asked the host. No server still came up to me. I got the attention of one of the servers and asked her if I could order, she rudely said to me “I’m not your server” . Worse service ever, I will never come back to this establishment. Don’t come here spend your money somewhere else",ChZDSUhNMG9nS0VJQ0FnSURENzh5Q0VREAE,Atlanta,en,Responsiveness,False,False,False,True,False
301,"They get NO STARS. Yesterday my friends and I decided to go there.for happy hour. After parking (in two separate cars) we were informed by a parking attendant (a young tall guy with locs) that it was TWENTY DOLLARS PER CAR TO PARK. We said nope we’re out. When we got in our cars another parking attendant pulled up and told it was TEN DOLLARS TO PARK. We still ended up pulling off and going to Botica which is ONE MINUTE AWAY where you can either park on the street FOR FREE or park in the parking garage where they VALIDATE YOUR PARKING (also FOR FREE). Bottom line, I’m sick of these black owned establishments in Atlanta ripping my people off over charging you for everything even before you enter. DO NOT GO HERE. Go somewhere with free parking, paying $20, $10 or whatever dollars to park anywhere to eat is a complete rip off.",ChdDSUhNMG9nS0VJQ0FnSUREX3BqNzFBRRAB,Atlanta,en,Tangibility,False,True,False,False,False
302,Mia was very attentive ! Overall good vibe and the best service in ATL so far !! Definitely ask for her when you come,ChZDSUhNMG9nS0VJQ0FnSUNEXzQtQ1lREAE,Atlanta,en,"Empathy, Responsiveness",False,False,True,True,False
308,Correction on my review. This business was completely gone. The only location several miles away is now a wine store.,ChdDSUhNMG9nS0VJQ0FnSURSNmRqem1nRRAB,Atlanta,en,Reliability,True,False,False,False,False
312,Best Place to have lunch in Atlanta... Try the power lunch and take home part of it for dinner. Yomi and Tracey were the bomb dot com.,ChZDSUhNMG9nS0VJQ0FnSUNqLWFtclR3EAE,Atlanta,en,Responsiveness,False,False,False,True,False
313,"Blown away. First time trying vegan sushi and I absolutely loved it and I’m not even vegetarian! The passion fruit mezcal drink was The manager, Queen, and the bartender, Tré, were incredibly attentive and knowledgeable. Thanks!!!",ChdDSUhNMG9nS0VJQ0FnSUNqLWRiTHpRRRAB,Atlanta,en,"Empathy, Assurance",False,False,True,False,True
324,Honey lemon wings with fried rice,ChdDSUhNMG9nS0VJQ0FnSUNENnZLWHRnRRAB,Atlanta,en,Tangibility,False,True,False,False,False
335,The service was so bad except a guy in a blue shirt they didn’t want to give us refills nor did they want to give us sauce. They were getting our orders wrong left and right. If you are going to come don’t come at night,ChZDSUhNMG9nS0VJQ0FnSUNqcG9fYllREAE,Atlanta,en,Responsiveness,False,False,False,True,False
337,This McDonald's is very consistent. Food is always hot,ChdDSUhNMG9nS0VJQ0FnSUNqdk9ySW9RRRAB,Atlanta,en,Reliability,True,False,False,False,False
338,I’m came to pick-up to UberEats orders and the young lady at the window rolled her eyes..,ChZDSUhNMG9nS0VJQ0FnSUNqNUtfMVV3EAE,Atlanta,en,Empathy,False,False,True,False,False
344,Amazing service and food. Will definitely be back :)),ChdDSUhNMG9nS0VJQ0FnSUREeVBQMmpRRRAB,Atlanta,en,Assurance,False,False,False,False,True
352,"Very inconsistent with the ingredients to their food. We literally go there for convenience it’s close by, and every time the food is made differently. Tonight the miso soup tasted like dirty water, the salad was missing ingredients, and the fish was not fresh!",ChZDSUhNMG9nS0VJQ0FnSURaenRuNktREAE,Atlanta,en,Reliability,True,False,False,False,False
365,"Yummy, fresh, customized, healthy food with great service at a reasonable price - what's not to love? Poke City is one of my new favorite places!",ChdDSUhNMG9nS0VJQ0FnSUQxMVlqMXBnRRAB,Atlanta,en,"Tangibility, Assurance",False,True,False,False,True
366,Waited to be seated for a hr after bn told we only had a 20 min wait and once seated and waiting on our food for 2 more hrs we were told by the the manager they're out of ribs...keep in mind we all ordered ribs! Service such!,ChZDSUhNMG9nS0VJQ0FnSUNqcHBlLUZREAE,Atlanta,en,Responsiveness,False,False,False,True,False
371,The only location that has cooked the lamb chops to perfection out of 3 I've visited since they came back. Only complaint I have is our server was being over worked because they were short of staff. But she did a good job trying to keep up.,ChZDSUhNMG9nS0VJQ0FnSUREbE9mWFB3EAE,Atlanta,en,Responsiveness,False,False,False,True,False
379,Horrible atmosphere. Crazy high prices and all you could taste was the gallons of garlic butter they put on everything. Never ever again!,ChZDSUhNMG9nS0VJQ0FnSUNqcHM3aEtnEAE,Atlanta,en,Tangibility,False,True,False,False,False
381,Wings were very salty!!!,ChZDSUhNMG9nS0VJQ0FnSUNqeXAzOFBBEAE,Atlanta,en,Reliability,True,False,False,False,False
395,Some of the best lamb chops and jollof rice,ChZDSUhNMG9nS0VJQ0FnSUN1MjVUZWFBEAE,Atlanta,en,Reliability,True,False,False,False,False
397,"Been wanting to try this place out, I finally went on Sunday & it was so disappointing. Food was mid, the calamari was way too chewy. I thought my server clocked out for the night - it took her 45 mins to check on us. We would have spent more money if she came to check on us and would have tipped more… The check was 300$+ and we left hungry still and dissatisfied. Sadly we won’t be back",ChdDSUhNMG9nS0VJQ0FnSUNqNGIyUXd3RRAB,Atlanta,en,"Responsiveness, Reliability",True,False,False,True,False
399,The seasoning they use is horrible. It taste like spaghetti sauce. Uhggggg. Spoke to manger and all he can offer was a drink and said he can’t remove from bill. The waitress May was great tho. She gets 5 stars. The food gets negative 5 stars.,ChdDSUhNMG9nS0VJQ0FnSUNqNXYzejZRRRAB,Atlanta,en,Tangibility,False,True,False,False,False
400,"Drinks tastes like water (and I’m not a drinker),, food flavorless: seafood egg-rolls was mostly cheese, boil was salty as hell… And let’s not discuss the staff: nobody really didn’t cared, some were rude, and even though when we got another employee to finally get our waitress, she was nice…but invisible most of the night… GRATUITY INCLUDED… so that explains it. I won’t be back.",ChdDSUhNMG9nS0VJQ0FnSUNqcXRucG9BRRAB,Atlanta,en,"Empathy, Responsiveness",False,False,True,True,False
401,"Over priced, they have a mandatory tip on any bill over $100? Food was OK, service was slow. Even though they had a huge bar, they don’t serve alcohol. The have a valet, who asked for money even though I parked myself. The place resembled a strip club inside, low lights and loud music.",ChZDSUhNMG9nS0VJQ0FnSUNqaXVUcGFBEAE,Atlanta,en,"Tangibility, Responsiveness",False,True,False,True,False
407,"The pictures don't do this beautiful space justice, you have to experience it in-person. Dined at the bar- Bartenders were very attentive. Food came out fast, especially considering it was a Friday night. Great experience overall! Manager introduced herself and was very friendly. Beautiful restaurant for a romantic date night or a drink with friends at the bar. I can't get over how gorgeous the design is here!",ChdDSUhNMG9nS0VJQ0FnSURENF9TUS1nRRAB,Atlanta,en,"Tangibility, Empathy",False,True,True,False,False
408,"Literally just left Carmel and In the simplest words. It was such a nice and refreshing experience . Everything from the ambiance, the staff, and food presentation. Our server was Jennel and she was awesome ! She was very informative when it came to the menu and had some great suggestions. You must try them for date nite!! Order the scallops … chefs kiss!",ChdDSUhNMG9nS0VJQ0FnSUREblk3RS13RRAB,Atlanta,en,"Empathy, Tangibility",False,True,True,False,False
415,"This restaurant decor is subtle and organic, food is Devine, drinks are 🥰, service is excellent. I feel like I am in California.",ChZDSUhNMG9nS0VJQ0FnSUNEOWNxZUZREAE,Atlanta,en,"Tangibility, Assurance",False,True,False,False,True
418,"Phenomenal experience! Will definitely be returning. Such a well-designed yet unpretentious interior, very cozy and personal yet still classy and elevated. Indira, our server, really made the entire dining experience so incredible. She was patient, kind, and just a breath of fresh air that we appreciated immensely. I’d highly recommend this restaurant if you’re interested in a calm dining experience with bold, unique flavors.",ChdDSUhNMG9nS0VJQ0FnSUNEaU0zSWxRRRAB,Atlanta,en,"Empathy, Assurance",False,False,True,False,True
422,I enjoy the food,ChdDSUhNMG9nS0VJQ0FnSUNEbEpLemhnRRAB,Atlanta,en,Empathy,False,False,True,False,False
442,The pizza was a 10/10. I can’t wait to try other dishes! Update: I got the carbonara whew I’m looking at the other reviews and cannot believe what I see this isn’t Pizza Hut this is REAL Italian food!,ChZDSUhNMG9nS0VJQ0FnSURCak55MFZ3EAE,Atlanta,en,Tangibility,False,True,False,False,False
453,"My absolute favoriteeee Italian place. Pretty large portions so I recommend doing family style, you'll definitely be taking things home. The service was so so kind. This particular location has pickup/take out with outdoor seating which we didn't know until arriving. They were patient when we ordered and the chef even ended up coming out to say hi. Good date spot, bathrooms nearby and pretty good parking. Ask for extra napkins tho! Me and a friend got the gnocci and broccoli, lasagna, fried mozzarella, and the cannolis. Stuffed when we go back to the car with about half taken home as leftovers. Very much homemade taste with a lottt of butter 🤤 Accessible ramp and awning to sit under with picnic style tables",ChZDSUhNMG9nS0VJQ0FnSUNadUliRVVnEAE,Atlanta,en,"Empathy, Tangibility",False,True,True,False,False
464,Johnathan was great and super helpful. Pizza hit the way it needed to.,ChdDSUhNMG9nS0VJQ0FnSUNEbWEtRXVBRRAB,Atlanta,en,Empathy,False,False,True,False,False
466,Overall great pizza cheap prices wayyy better than gas station bull highly recommend if u want pizza and don’t want to break the bank really good pizza nice employees head to one!!!,ChZDSUhNMG9nS0VJQ0FnSUQ5ODZQTE5BEAE,Atlanta,en,Tangibility,False,True,False,False,False
468,Johnathan was super nice and friendly!!!,ChZDSUhNMG9nS0VJQ0FnSUQ5bnN2RVRBEAE,Atlanta,en,Empathy,False,False,True,False,False
473,I like the breakfast here,ChZDSUhNMG9nS0VJQ0FnSUREOTVqSUlnEAE,Atlanta,en,Tangibility,False,True,False,False,False
478,The chicken fried rice was so good. I usually get yum yum to drench my take out fried rice but this was so good even without it. But the yum yum sauce here is very very good too. 10/10,ChdDSUhNMG9nS0VJQ0FnSUNEb1lUVGpnRRAB,Atlanta,en,Tangibility,False,True,False,False,False
481,I give this place 5 stars bc you can’t give 100 the service is super friendly and the food is amazing we will definitely be back,ChZDSUhNMG9nS0VJQ0FnSUROeTZ6cURREAE,Atlanta,en,"Responsiveness, Reliability",True,False,False,True,False
482,"one of the worst restaurants ive ever been , i came to took a order of 90$ and i didnt feel good so i asked him a pastic cup of water he becane angry and he told me to pay 1$ for a mini cup of water , the cheapest owner ive ever seen on my life dont go to this stupid restaurant and the food was disgusting HORRIBLE",ChZDSUhNMG9nS0VJQ0FnSUNOOTdQTFlREAE,Atlanta,en,Empathy,False,False,True,False,False
492,The food was outstanding I should know I am Ethiopian. The service is great the woman that serves is kind and accommodating. Everything was good it was like your grandma was taking care of you! Make sure to try the coffee it is really good forget Starbucks.,ChdDSUhNMG9nS0VJQ0FnSURENVBYYndBRRAB,Atlanta,en,"Empathy, Assurance",False,False,True,False,True
495,"Embilta has the best Ethiopian food in the city. Everything is super fresh and tasty. This has become my go to restaurant when I want quality, great tasting food.",ChdDSUhNMG9nS0VJQ0FnSUNkOUkzUzNRRRAB,Atlanta,en,Reliability,True,False,False,False,False
499,They still got it!,ChdDSUhNMG9nS0VJQ0FnSUNqek8tYzdnRRAB,Atlanta,en,Reliability,True,False,False,False,False
512,"I stopped by this location at lunch time. The drive-thru had a very long line. I made my purchase inside. While there was a line inside, the line moved relatively quickly. My total wait time was about five minutes.",ChZDSUhNMG9nS0VJQ0FnSUREZ1pYOUVBEAE,Atlanta,en,Responsiveness,False,False,False,True,False
530,"There must be a change in management because there's no longer any linen napkins and the ambiance doesn't seem the same that it used to be as a more upscale French bistro, but the food is still well- prepared. The women's restroom needs a renovation.",ChdDSUhNMG9nS0VJQ0FnSUMxeTVMZ3R3RRAB,Atlanta,en,"Tangibility, Reliability",True,True,False,False,False
533,"Such a fantastic place for lunch, good sandwiches and salads. The deserts look wonderful. Salmon but was cooked to order!",ChdDSUhNMG9nS0VJQ0FnSUNsa2FQNzRBRRAB,Atlanta,en,"Tangibility, Reliability",True,True,False,False,False
542,"Above avg pizza, but very nice service and budget friendly as well.",ChdDSUhNMG9nS0VJQ0FnSUNqak92TXpnRRAB,Atlanta,en,"Responsiveness, Assurance",False,False,False,True,True
547,"Ordered takeout here on vacation. Food was late because they had an issue in the kitchen, however they did a great job explaining and getting it out as quickly as possible. The food was great too, definitely an authentic Italian spot",ChZDSUhNMG9nS0VJQ0FnSUNEdzZtSkNREAE,Atlanta,en,"Reliability, Responsiveness",True,False,False,True,False
549,Food tasted fantastic and everyone was so nice! Highly recommend!!,ChdDSUhNMG9nS0VJQ0FnSUQ5XzkyZm53RRAB,Atlanta,en,Empathy,False,False,True,False,False
550,Try Fettuccine Alfredo. They are open. Service has improved greatly with smiling faces.,ChdDSUhNMG9nS0VJQ0FnSUQ5X183MHB3RRAB,Atlanta,en,Responsiveness,False,False,False,True,False
555,"i have gone many years to La Fonda Latina at midtown 11th st or ponce deleon. for delicious paella, i came to the one on peachtree the paella was bland! even my friend her fist time with paella was bland no seasoning! waste of my money. very disappointing. we left. and the restaurant is cold food ended up cold hopefully the manager or cook put seasoning on paella !",ChdDSUhNMG9nS0VJQ0FnSUNOM3VqbHd3RRAB,Atlanta,en,"Reliability, Tangibility",True,True,False,False,False
567,FRESH and DELICIOUS FOOD. Service and hospitality are excellent. I am so enjoy the music playlist with the beautiful weather. Fantastic experience for dine in the patio. Definitely worth 10/10,ChdDSUhNMG9nS0VJQ0FnSUQ5dEttOGhRRRAB,Atlanta,en,"Tangibility, Empathy",False,True,True,False,False
568,I loved it,ChZDSUhNMG9nS0VJQ0FnSUM5cDZHdllBEAE,Atlanta,en,Empathy,False,False,True,False,False
578,Had lunch at 1pm today! The gentleman who greeted me & made my burrito was so kind! All the staff were amazing! My food was AWESOME! Will be my new spot for lunch!,ChZDSUhNMG9nS0VJQ0FnSUNOLU8tS01nEAE,Atlanta,en,"Empathy, Tangibility",False,True,True,False,False
583,Michael gave us exceptional service! He made the suggestion of the redfish on the menu and I would’ve left disappointed if I had missed out! Will definitely be coming back!,ChZDSUhNMG9nS0VJQ0FnSUNqc1lEb1hnEAE,Atlanta,en,Empathy,False,False,True,False,False
601,It has a very large menu and of course tacos and margaritas. I definitely would recommend anything on the menu. Also it has a neat location.,ChZDSUhNMG9nS0VJQ0FnSUQ5NFpXVkRBEAE,Atlanta,en,Tangibility,False,True,False,False,False
619,A great time as always.,ChdDSUhNMG9nS0VJQ0FnSUNENzYzQTB3RRAB,Atlanta,en,Assurance,False,False,False,False,True
648,"Great food, friendly staff. I recommend the salmon kabab. It comes with big pieces of salmon, naan bread, a lot of rice, and veggies. Really flavorful and fulfilling meal.",ChdDSUhNMG9nS0VJQ0FnSUNkME91anl3RRAB,Atlanta,en,"Assurance, Empathy",False,False,True,False,True
652,The food is a bit overrated. It's expensive for what you get. I don't mind paying at all but TOO me it's overpriced.,ChdDSUhNMG9nS0VJQ0FnSUREcS16bXp3RRAB,Atlanta,en,Tangibility,False,True,False,False,False
668,Loved the quesadillas. The food came out hot & fast! Tou and Tiarah had really good customer service! This place DOESN'T disappoint :),ChdDSUhNMG9nS0VJQ0FnSUNqN1ptdXZnRRAB,Atlanta,en,"Responsiveness, Empathy",False,False,True,True,False
690,"Food was great. RIBS,Chicken everything and Nelson the server was great 10 out of 10 service. Thanks",ChZDSUhNMG9nS0VJQ0FnSURENElISUVREAE,Atlanta,en,Assurance,False,False,False,False,True
