,text,reviewId,city,lan,5D,Reliability,Tangibility,Empathy,Responsiveness,Assurance
89,"This place is amazing, the vibes and quality of customer service is high end. Great people",ChZDSUhNMG9nS0VJQ0FnSUNENmMtNFRREAE,Atlanta,en,"Empathy, Assurance",False,False,True,False,True
97,"Great food! Great vibes! Gluten, nut and dairy free...",ChZDSUhNMG9nS0VJQ0FnSUNSdXRQZmZBEAE,Atlanta,en,Tangibility,False,True,False,False,False
116,"Spent the night with Sara, great music, great vibes.",ChdDSUhNMG9nS0VJQ0FnSUREM2J6QzJBRRAB,Atlanta,en,Tangibility,False,True,False,False,False
124,It was the perfect place for the breakfast I was having with a business associate. It was quiet and the service was great. The food was exactly what I wanted.,ChdDSUhNMG9nS0VJQ0FnSUNkaExfWGxnRRAB,Atlanta,en,"Reliability, Empathy",True,False,True,False,False
127,"Big portions for these of us who love hearty breakfasts. Plenty of room for big parties (had six ppl in my group). Seems to be a popular spot for the locals, so you might want to beat the rush. Very nice ambiance and the serving staff was awesome!",ChdDSUhNMG9nS0VJQ0FnSURsdS1XOXdBRRAB,Atlanta,en,"Tangibility, Responsiveness",False,True,False,True,False
128,"Great breakfast! Good coffee, eggs Benedict and friendly staff. Reasonably priced A++++",ChZDSUhNMG9nS0VJQ0FnSUNsZ2E3MFBREAE,Atlanta,en,"Tangibility, Reliability",True,True,False,False,False
131,Love love love the brunch burrito!! Downside is it’s only offered on Saturday,ChZDSUhNMG9nS0VJQ0FnSUNqbnVxN05nEAE,Atlanta,en,Responsiveness,False,False,False,True,False
132,One of my all time favorite vegan restaurants in Georgia!!,ChZDSUhNMG9nS0VJQ0FnSUNqcnFmVUNnEAE,Atlanta,en,Empathy,False,False,True,False,False
138,"When you need to get a little naughty as a Vegan, this place is for you! All of my NON Vegan friends love it too and appreciate having to go there for my special events. I do miss the home made products without Impossible. etc. Please bring them back???? It is Our favorite restaurant!",ChdDSUhNMG9nS0VJQ0FnSUQwdzZydjhnRRAB,Atlanta,en,Empathy,False,False,True,False,False
140,"Excellent food, Great Night club & dance floor. Nightclub is separate from main dining room, so a quiet dinner & nightclub experience are both possible at the Babylon Cafe. Hundreds of Shisha flavors available from their Shisha bar. Strong drinks!!! UPDATE: BABYLON CAFE IS NOW OPEN AFTER REMODELING AND RENOVATIONS!!! COME FOR YOURSELF AND HAVE A LOOK AT THE AMAZING JOB KELLY AND SAAD DID WITH THE BABYLON.",ChZDSUhNMG9nS0VJQ0FnSURRN0tMd1RBEAE,Atlanta,en,Tangibility,False,True,False,False,False
142,****GunShots**** I thought I was going to get shot looking at your restaurant- people in the parking lot at 6AM These guys - 2 cars were arguing snd then started shooting This is why we do not like you staying open until 6AM *and I reported it to the police,ChZDSUhNMG9nS0VJQ0FnSUM5M09pNkNREAE,Atlanta,en,Reliability,True,False,False,False,False
151,This place was really good….but the address is not current. Do not think there in business anymore,ChZDSUhNMG9nS0VJQ0FnSURocWFUTFRnEAE,Atlanta,en,Reliability,True,False,False,False,False
155,The best chicken I have ever had!,ChdDSUhNMG9nS0VJQ0FnSUNPX05tejhRRRAB,Atlanta,en,Reliability,True,False,False,False,False
178,"Only two people in the dining room and they were fantastic!! They kept things moving!! Jordan and El were fantastic!!! The food was good (forgot to take pictures). The Mardi Gras omlette was delicious. Great experience, great servers and great food.",ChZDSUhNMG9nS0VJQ0FnSUNEaGEyY1BBEAE,Atlanta,en,"Responsiveness, Empathy",False,False,True,True,False
186,"Eleanor, our server, was superior. Her service was and I appreciated her recommendations.",ChZDSUhNMG9nS0VJQ0FnSUREX01QemZREAE,Atlanta,en,"Empathy, Responsiveness",False,False,True,True,False
190,"One of my favorite places to Dine at. From the front desk to the kitchen, the service and the food was great. She really enjoyed her Birthday celebration here two nights ago. Everyone in the restaurant from the staff and customers were complimenting her and her flowers. So as long as she’s smiling we’re good. We’ll be back.",ChdDSUhNMG9nS0VJQ0FnSUM5bjlfMXlnRRAB,Atlanta,en,"Empathy, Tangibility",False,True,True,False,False
216,"Very poor food. My serving of Pad Thai had dry chicken and only noodles. No seasoning, very bland. I did not have sprouts or green onions in my dish. Careless in providing a meal. I would not recommend this to the people I know.",ChdDSUhNMG9nS0VJQ0FnSUREZ0ttOTB3RRAB,Atlanta,en,Reliability,True,False,False,False,False
217,"For me, they really need better chairs or cushioned chairs. Those hard wooden chairs cause you to slide around when wearing slacks or dress clothing. Other than that, the experience was delightful. The food is always great but we rarely dine in due to the seats.",ChZDSUhNMG9nS0VJQ0FnSUNEMWVmalFREAE,Atlanta,en,Tangibility,False,True,False,False,False
220,"The atmosphere and service are excellent! I had the drunken noodle with chicken. The noodle was too thick and gummy textured for my liking . Otherwise, I would definitely recommend coming to try this place",ChdDSUhNMG9nS0VJQ0FnSUQ5Xy1HLV9nRRAB,Atlanta,en,"Tangibility, Reliability",True,True,False,False,False
234,"We arrived without a reso….seems silly but we were not wanting to go anywhere else and I had a friend in town. The staff was super accommodating at getting us seated and were attentive throughout the entire meal. The food was DELICIOUS (that is what I wish other pastas tasted like), the wine list was great and the overall experience was just fantastic. Definitely in my top 3 spots now.",ChZDSUhNMG9nS0VJQ0FnSUQ5dl9YX0hBEAE,Atlanta,en,"Empathy, Tangibility",False,True,True,False,False
237,"If asked, La Grotta to me is the best restaurant in Atlanta! Great for special occasions or for any reason! Like being in one of NY’s top restaurants!",ChdDSUhNMG9nS0VJQ0FnSURkejVIN2dnRRAB,Atlanta,en,Assurance,False,False,False,False,True
239,Long time best high-end Italian in Buckhead. The duck is my favorite!,ChZDSUhNMG9nS0VJQ0FnSURkcEtmVlZBEAE,Atlanta,en,Assurance,False,False,False,False,True
246,A friend treated me to lunch last week and I tried the amazing Memphis Tacos which have pork carnitas with a tequila bbq sauce and jalapeno coleslaw. Also had their fabulous fried chicken tacos... So yummy! Also their guacamole was super good.,ChdDSUhNMG9nS0VJQ0FnSUQ2dE9ISWpRRRAB,Atlanta,en,Tangibility,False,True,False,False,False
268,"Food is delicious, served with very generous portions and they are open late which is perfect for the buckhead area and customer service is A1! One of my go to spots!",ChZDSUhNMG9nS0VJQ0FnSUNEbUpyTE5nEAE,Atlanta,en,"Tangibility, Responsiveness",False,True,False,True,False
289,A great original pub!,ChdDSUhNMG9nS0VJQ0FnSUN0dm9EWGpBRRAB,Atlanta,en,"Tangibility, Empathy",False,True,True,False,False
292,"This place is across the street from my job so I decided to try it for lunch. Glad I did I ordered carry out chicken teriyaki with brown rice & veggies. The food was delicious and the chicken, rice & veggie portions were perfect! I will definitely be returning.",ChdDSUhNMG9nS0VJQ0FnSUNENExlczF3RRAB,Atlanta,en,Reliability,True,False,False,False,False
305,I preordered my food and when I got there it took them a minute to recognize me and give me my food. The Burger was okay.,ChdDSUhNMG9nS0VJQ0FnSUNqNHJiOXFRRRAB,Atlanta,en,Responsiveness,False,False,False,True,False
309,"I was in town this past weekend visiting family and we had dinner there and it was amazing the food ,drinks and the service was great (Will was our server ) Thanks for the great dinning experience",ChdDSUhNMG9nS0VJQ0FnSUNqbmZLeS1RRRAB,Atlanta,en,Assurance,False,False,False,False,True
326,WINGS HAVE CHANGED SINCE 2016. I USE TO LOVE WINGS 101. I HAVENT BEEN HERE IN 8 YEARS AND WHEN I TELL YOU THE WINGS HAVE CHANGED. THE WINGS HAVE CHANGEDDDDD,ChdDSUhNMG9nS0VJQ0FnSUNkazh6a2dRRRAB,Atlanta,en,Reliability,True,False,False,False,False
332,Don’t call in - they still won’t cook your food until you get there. And they say 10min but boneless wings take longer. They say!!,ChZDSUhNMG9nS0VJQ0FnSURWamNlTVl3EAE,Atlanta,en,Reliability,True,False,False,False,False
336,"Requested a fresh filet o fish, asked the cashier to confirm that the filet o fish was fresh. He confirmed. However, upon driving a mile up the road I opened my bag and noticed I had the hardest filet o fish known to man. Completely annoyed and disgusted. If I request my meal to be a certain way. The price of food has increased way too much to not give paying customers what they are paying for, MCDONALDS..",ChdDSUhNMG9nS0VJQ0FnSUNqaXBDMW5nRRAB,Atlanta,en,Reliability,True,False,False,False,False
342,Un- experienced manager...left in charge and waited at least 30 minutes to get a refund,ChdDSUhNMG9nS0VJQ0FnSUNEbVBLVnBnRRAB,Atlanta,en,Responsiveness,False,False,False,True,False
349,This is the best place to come warm up and enjoy a tasty great quality meal. I loved the customer service and complimentary appetizers for it being my first visit. Come support places that make you feel at home. 10/10!!!,ChZDSUhNMG9nS0VJQ0FnSUMxZ09MNlZBEAE,Atlanta,en,"Empathy, Assurance",False,False,True,False,True
354,Extremely good food and the service was fantastic. The woman who helped me out gave me suggestions and was very helpful,ChZDSUhNMG9nS0VJQ0FnSUREN0lUSUx3EAE,Atlanta,en,"Empathy, Responsiveness",False,False,True,True,False
362,LITERALLY MY FAVORITE PLACE TO EAT HAVENT HAD A BAD EXPERIENCE AT ANY OF THE LOCATIONS,ChZDSUhNMG9nS0VJQ0FnSUROODdpaFpBEAE,Atlanta,en,Assurance,False,False,False,False,True
375,I came for my birthday and had an amazing experience. Service was A1 and food was amazing and fresh.,ChdDSUhNMG9nS0VJQ0FnSUNqLVppLTlBRRAB,Atlanta,en,"Empathy, Reliability",True,False,True,False,False
377,We had a reservation for 7:45pm. We didn’t get called to our table until 9:45pm. The manager on duty keep telling us we were next when we inquired about how much long we had to be seated. We of course had to wait another 30-45mins until our grill master came out to cook our food. We didn’t leave the restaurant until 11:45pm. Doesn’t do any good to make a reservation if you still have to wait 2hrs. Prices were overpriced compared to other hibachi places I’ve eaten at. Our grill master was the best part of the experience.,ChdDSUhNMG9nS0VJQ0FnSUNqcnNLcl93RRAB,Atlanta,en,Reliability,True,False,False,False,False
380,We came to celebrate my daughter’s 8th birthday! We had a later reservation and they were so kind to bump up our reservation on a busy Saturday! Service and wait staff were fantastic!!,ChRDSUhNMG9nS0VJQ0FnSUNqeG9oahAB,Atlanta,en,"Empathy, Responsiveness",False,False,True,True,False
387,"excellent location! The atmosphere is relaxing and pleasant, and the service is excellent. They are experts in their field; providing excellent service to consumers is clearly their top focus. The food is wonderful; I really enjoyed the suya beef. It went well with the drinks. This eatery comes highly recommended by me.",ChZDSUhNMG9nS0VJQ0FnSURlcnVmbmJREAE,Atlanta,en,Assurance,False,False,False,False,True
396,"Babbbby!! I went here for the first time this past Saturday and had a BALL! First off, that food……..THE BOMB! I had 2lbs of crawfish and they were HUGE! They were soooo savory and full of flavor and not salty like other places I’ve gone too. Next, the drinks……..they poured all the liquor in there and that’s what I love! Furthermore, the service was absolutely wonderful! Lastly, the overall vibe, LIT! They were doing karaoke with the dj and It was so much fun! All in all, you just need to go and enjoy yourself, let your hair down and get you some good food and drinks! Definitely will be back soon!",ChdDSUhNMG9nS0VJQ0FnSUNqbmZmR21nRRAB,Atlanta,en,"Empathy, Tangibility, Responsiveness",False,True,True,True,False
409,Ulises provided fantastic service! Great good and great atmosphere as well.,ChdDSUhNMG9nS0VJQ0FnSUREN2JTQm1nRRAB,Atlanta,en,Assurance,False,False,False,False,True
412,This place is supercute and food was excellent!,ChdDSUhNMG9nS0VJQ0FnSUREaUxPX3h3RRAB,Atlanta,en,"Tangibility, Reliability",True,True,False,False,False
413,"Starting with the positive ; staff was friendly and nice and the service was good …………… Carmel might be the most contrived restaurant in Atlanta and it shows the minute you walk in . The owner’s interpretation of “a postcard to (from) ??? the coast “ feels like a 1980s Balkan’s cafeteria and is dim , sterile and oddly out of place . The cocktail menu is diverse but ask for details as the descriptions really don’t give a clear picture of what you are getting and we found the flavors to be just odd in three of them . The wine by the glass is limited and overpriced . Food is divided into “gems” second plates and main courses . We decided to start off with about 5 plates to share . The scallops were horrific and sliced horizontally in a milky broth that had no flavor ; a shrimp dish with peanuts was decent but weirdly presented with the heads detached from the tails and lined up on one side of the dish ………… We had three other items that were so unmemorable I have no idea what they were . We decided to skip ordering more and bailed around the corner to the Vietnamese restaurant bar for appetizers and drinks . I really don’t get Carmel at all , it’s schizophrenic in concept and food which makes it unsophisticated unpalatable and a hard pass in my opinion ……………your wallet will thank me too !",ChdDSUhNMG9nS0VJQ0FnSUNaa05meDdnRRAB,Atlanta,en,Assurance,False,False,False,False,True
421,"Quick stop through drive thru - good service, no issues. 90- something food rating. All of my food was fresh and hot. Good stop!",ChZDSUhNMG9nS0VJQ0FnSUREMzZiaVFREAE,Atlanta,en,"Responsiveness, Reliability",True,False,False,True,False
429,Happy birthday to me. The food and service were excellent.,ChdDSUhNMG9nS0VJQ0FnSUNENmFDLWdnRRAB,Atlanta,en,Assurance,False,False,False,False,True
434,The food is always fantastic here! And they are so nice.,ChdDSUhNMG9nS0VJQ0FnSURkamNXWTh3RRAB,Atlanta,en,"Reliability, Empathy",True,False,True,False,False
439,"Matthew took GREAT care of my family of four (two adults & two kids — ages 3 and 5). When you come in, ask for Matthew. His recommendations and his service was so great. This was my first time here and I’m sure we’ll be back. I love the fact that we were able to valet park our car— eliminates the need to search for a parking spot. Thank you Matthew & Atlanta Fish Market! Just what this mama needed.",ChZDSUhNMG9nS0VJQ0FnSUNqN3VIcWFBEAE,Atlanta,en,"Empathy, Responsiveness",False,False,True,True,False
445,"When I first arrived in Atlanta in 1986 from Brooklyn N.Y I was taken to this slice of heaven. When they moved I followed. If you're from Brooklyn you know what great Italian food is and this place is Brooklyn. The Chicken Parmesean, the Pasta, the cheese and desserts are fantastic. Bravo Bravo Bravo.",ChZDSUhNMG9nS0VJQ0FnSUM5NU4teUt3EAE,Atlanta,en,"Tangibility, Reliability",True,True,False,False,False
462,"Order the chicken tender salad , originally wanted the seafood one but they were out of fish … the salad was still good and well seasoned only thing it needed was a more variety of ingredients . It only has carrots lettuce and tomato .",ChZDSUhNMG9nS0VJQ0FnSURseTV2eU5nEAE,Atlanta,en,Tangibility,False,True,False,False,False
467,Amazing food and amazing service My pizza fresh and delicious my experience was a 10/10,ChdDSUhNMG9nS0VJQ0FnSUQ5eGJtSDVRRRAB,Atlanta,en,"Reliability, Assurance",True,False,False,False,True
480,great service excellent food awesome staff,ChZDSUhNMG9nS0VJQ0FnSUN0OWRfQkl3EAE,Atlanta,en,"Responsiveness, Assurance",False,False,False,True,True
484,Food was delicious and a wide variety of choices. Very flavorful with good portions(you can share) Presentation was very nice. The restaurant was very quiet with not alot of people eating in. We were here on a Friday night. Alot of to go orders were coming in. There was only one server but she was very attentive and cordial. Note that 18% gratuity is automatically added. We enjoyed our meal.,ChZDSUhNMG9nS0VJQ0FnSUMxenZXNE93EAE,Atlanta,en,"Reliability, Empathy",True,False,True,False,False
486,"The owner basically tossed my change on the counter instead of my hand. I felt extremely disrespected. I will never order here again. I honestly wanted a refund but I know they have no refunds. I didn’t want to make a scene or get my food spit in so I kept my composure, but I will no longer support Canton Buddha.",ChdDSUhNMG9nS0VJQ0FnSURWLVphQ3hRRRAB,Atlanta,en,Empathy,False,False,True,False,False
487,Great food great service. Knowledgeable about gluten free,ChdDSUhNMG9nS0VJQ0FnSUNWbFktRTNnRRAB,Atlanta,en,"Assurance, Empathy",False,False,True,False,True
491,Went late on a Wednesday evening and got the Embilta Special Large (definitely a shareable for 2-3 people). It was absolutely amazing. The sweet lady running the place was so kind. Definitely will be back,ChZDSUhNMG9nS0VJQ0FnSUREOGZYWExnEAE,Atlanta,en,Empathy,False,False,True,False,False
496,"2-stars for lack of consistency and freshness. The freshness and flavor are hit or miss. Half of the time the food tastes fresh, other times it is not. I ordered veggie platters and sometimes there is cabbage, other times it's two large potatoes and two large carrots with a lot of oil (which I always ask for no oil). I ordered just brown lentils tonight and when I opened the container I could tell this was not fresh in color, texture, and overall appearance - and the taste confirmed it. Otherwise the owner is nice. Neighborhood atmosphere is not quite there yet, but the kindness makes up for that.",ChdDSUhNMG9nS0VJQ0FnSUR0OWJEbTdBRRAB,Atlanta,en,Reliability,True,False,False,False,False
497,Everything was perfect!!! Liah was perfect!!!!,ChdDSUhNMG9nS0VJQ0FnSUNqeGNIMDd3RRAB,Atlanta,en,Empathy,False,False,True,False,False
506,When you feel like a treat there is nothing better than a cozy booth at Houston’s and a delectable french dip!,ChZDSUhNMG9nS0VJQ0FnSUREMHBUaEl3EAE,Atlanta,en,Tangibility,False,True,False,False,False
511,This locations service has went completely downhill.,ChZDSUhNMG9nS0VJQ0FnSUREbVk3cWRnEAE,Atlanta,en,Responsiveness,False,False,False,True,False
513,It was chill,ChZDSUhNMG9nS0VJQ0FnSUREcXI2VmR3EAE,Atlanta,en,Tangibility,False,True,False,False,False
514,"Food took a surprisingly long time to come, but at least they had a food runner bring it to our table. Unfortunately the order taker missed one of the items, so we had to wait even longer. Recommend the chicken strips, waffle fries, and Diet Frosted Lemonade.",ChdDSUhNMG9nS0VJQ0FnSUREX05mbV9RRRAB,Atlanta,en,"Reliability, Responsiveness",True,False,False,True,False
518,The burrito was pretty good but Moe's definitely has the best sauce of all the fast casual tex-mex restaurants.,ChdDSUhNMG9nS0VJQ0FnSUNHMnRxUnZBRRAB,Atlanta,en,Tangibility,False,True,False,False,False
520,Fast service.,ChdDSUhNMG9nS0VJQ0FnSURGNDdxTTlRRRAB,Atlanta,en,Responsiveness,False,False,False,True,False
524,"So I’ve been to many Moe’s and this one is not of the best I’ve been. To be honest they may have lemonade, and their salsa bar is is not like the average Moe’s with chipotle and avocado crémas to put on top of you salad and rice bowl however wish I had just enough for my meal the only reason i got filled was because of the chips and that’s just an extra corn by itself like that isn’t even nutritious. I wish everyone’s plate that i saw was MADE WITH LOVE and i honestly don’t know what’s changed since the last time I’ve been here but it totally shows in the staff, team work, and the ethics of management. salsa bar is amazing, try the chipotle crema outdoor seating",ChdDSUhNMG9nS0VJQ0FnSURoOE1UdTh3RRAB,Atlanta,en,"Empathy, Responsiveness",False,False,True,True,False
531,"Terrible service, the food was very bland. This place used to have great food. Now even the croissants were stale awful.",ChdDSUhNMG9nS0VJQ0FnSUMxdGFPS3F3RRAB,Atlanta,en,"Responsiveness, Reliability",True,False,False,True,False
537,Love this place! Very delicious!,ChZDSUhNMG9nS0VJQ0FnSUNqek9ldUNBEAE,Atlanta,en,Tangibility,False,True,False,False,False
543,Delicious! Edit: did first time dine in and food was sooo good! Much better than take out. Service was amazing. Thank you Christian!,ChdDSUhNMG9nS0VJQ0FnSURGa1BYNnNnRRAB,Atlanta,en,"Empathy, Responsiveness",False,False,True,True,False
544,"Good authentic food, especially my dessert. The tiramisu was definitely the best I have ever had. Staff was amazing and professional yet homely. Felt like I went to visit my long-lost Italian uncle for dinner.",ChdDSUhNMG9nS0VJQ0FnSUNqLU5LRGxnRRAB,Atlanta,en,"Reliability, Empathy, Assurance",True,False,True,False,True
551,"Love this place, great service and the chips and salsa is amazing and free!. I love the portion sizes and ingredients (meat and seafood and bell peppers) that they put int the paella. But as someone who lived in Spain, this is just rice with amazing ingredients and a bit of oil. I still really liked it, but they need to use proper Arborio rice to give it the right texture. still giving 5 stars because its tasty and many other dishes are great too",ChdDSUhNMG9nS0VJQ0FnSUREcDRfS19RRRAB,Atlanta,en,"Tangibility, Reliability",True,True,False,False,False
552,"Ughhh...I have to leave this review because it's so shocking. I ordered from here and the beans was spoiled. I never complain when it comes to them, but how do you not know you're selling spoiled beans?? She asked if I wanted something in replacement but I refuse because I don't know what happening over there tonight. They need to check the food and not leave it up to the customer! I don't know how many days since they cooked fresh food. So I don't want something to replace it, I rather just not order anything else for a while.",ChdDSUhNMG9nS0VJQ0FnSUREX1BEVXRBRRAB,Atlanta,en,Reliability,True,False,False,False,False
563,Amazingly good place.,ChdDSUhNMG9nS0VJQ0FnSUREaElhOTNRRRAB,Atlanta,en,Assurance,False,False,False,False,True
565,The food is so delicious but the wait staff was not very attentive. Wait staff was very kind but they didn’t help out much.,ChdDSUhNMG9nS0VJQ0FnSUQ5a1k2N2l3RRAB,Atlanta,en,Responsiveness,False,False,False,True,False
570,"I love coming here for my lunch , all the employees are amazing and welcoming!",ChZDSUhNMG9nS0VJQ0FnSUNqdWViUkR3EAE,Atlanta,en,Empathy,False,False,True,False,False
573,I was having problems with the app & redeeming my reward points . The staff was super helpful,ChdDSUhNMG9nS0VJQ0FnSUREc0pTTnVRRRAB,Atlanta,en,Responsiveness,False,False,False,True,False
581,Love Willy's and happened to be over on this side for an appointment. So I was happy to have a Willy's so close. The staff was very kind and efficient. I was very satisfied with one of my favorite meals. Thank y'all for your service!,ChZDSUhNMG9nS0VJQ0FnSUMxaTltME53EAE,Atlanta,en,Responsiveness,False,False,False,True,False
584,Jada was amazing!,ChZDSUhNMG9nS0VJQ0FnSUNqbnZpaVhBEAE,Atlanta,en,Empathy,False,False,True,False,False
586,The brunch menu was reasonably priced for being a very nice venue. The service and atmosphere is great.,ChZDSUhNMG9nS0VJQ0FnSUNqN3JDdElnEAE,Atlanta,en,"Responsiveness, Tangibility",False,True,False,True,False
615,This place is the bomb!,ChdDSUhNMG9nS0VJQ0FnSUNqcHAyVTV3RRAB,Atlanta,en,Tangibility,False,True,False,False,False
621,"This place is awesome, unassuming, and the food is great. I get the steak here all the time and it's delish.",ChdDSUhNMG9nS0VJQ0FnSUQ5am9Tb3NRRRAB,Atlanta,en,Tangibility,False,True,False,False,False
622,"What a great dinner! We got out of downtown and found this gem. Our waitress Gabbie was so, so nice and attentive. The nachos were da bomb and beer was super cold (a must for me). Really enjoyed the deck atmosphere. I highly recommend the Treehouse.",ChZDSUhNMG9nS0VJQ0FnSUQ5Z0luLU1REAE,Atlanta,en,"Empathy, Tangibility",False,True,True,False,False
626,"I have gone to Grand China several times and am typically satisfied with my food - I normally get sesame chicken or general tso’s chicken. However, today I went there to get orange chicken, thinking it would be similar, and it was one of the worst meals I’ve ever had. Nog a single piece was edible and it didn’t even seem like chicken. It was all very thin, there was barely any meat in any piece, and completely unchewable, it seemed like skin or ear or something. I’m so disappointed as Grand China is one of my go-tos, but this has made me not want to go back at all.",ChdDSUhNMG9nS0VJQ0FnSUNqeXJqUWp3RRAB,Atlanta,en,Reliability,True,False,False,False,False
628,Ms Chen made these zombies that are so good. Strong and tastes delicious.,ChZDSUhNMG9nS0VJQ0FnSURENDUtWlNREAE,Atlanta,en,Tangibility,False,True,False,False,False
629,My first time here at this establishment an I was very impressed a the vibe was calm a chilled a very laid back…I was greeted with a warm welcome a was seated right away….i ordered the house fried rice…braised wings & egg rolls…everything was delicious an the waiter made sure I was ok several times as well as the older lady also came around an made sure everyone was ok in the restaurant…I will definitely be back again….,ChZDSUhNMG9nS0VJQ0FnSUREbzUzOEtnEAE,Atlanta,en,"Empathy, Responsiveness",False,False,True,True,False
638,"The food was so fresh and delicious. Well seasoned. We shared the Turkish salad and sampler. Loved everything! Sierra, our server, was a delight! She made the dining experience special.",ChZDSUhNMG9nS0VJQ0FnSUNEbTdPbVRnEAE,Atlanta,en,"Empathy, Reliability",True,False,True,False,False
654,I respect the business model & the organization of this place. Well done.,ChdDSUhNMG9nS0VJQ0FnSUNEcWVYdnZBRRAB,Atlanta,en,Assurance,False,False,False,False,True
657,"A great place for a quick bite or take-out. I visit often and one time ordered at the wrong places but got me a new order at no cost. My mistake, but amazing service. Food is always hot and tastes great.",ChZDSUhNMG9nS0VJQ0FnSUQ5czdxZkJREAE,Atlanta,en,"Assurance, Reliability",True,False,False,False,True
661,I love this place me and my girlfriend had a great time we will be back..,ChZDSUhNMG9nS0VJQ0FnSUNqM2ZLX1NREAE,Atlanta,en,Empathy,False,False,True,False,False
664,They have the best Tacos in Buckhead. If you are looking for authentic tacos come to Talkin Tacos!!!,ChZDSUhNMG9nS0VJQ0FnSURGdy11d0ZnEAE,Atlanta,en,Reliability,True,False,False,False,False
669,"Talking Tacos in Buckhead was the best experience ever! Customer service was A1 , Tiarah was the best",ChdDSUhNMG9nS0VJQ0FnSUNqN2VtRTdBRRAB,Atlanta,en,"Empathy, Assurance",False,False,True,False,True
687,Food was delicious. Perfect place for a date or dinner with friends. Definitely coming back!,ChZDSUhNMG9nS0VJQ0FnSUM5NzlQZEFREAE,Atlanta,en,"Empathy, Tangibility",False,True,True,False,False
688,"Kale salad with shrimp was 10/10, washed it down with an old fashion cocktail.I will come here again. First time in Atlanta",ChdDSUhNMG9nS0VJQ0FnSUM5dmZEUWt3RRAB,Atlanta,en,Tangibility,False,True,False,False,False
