,text,reviewId,city,lan,5D,Reliability,Tangibility,Empathy,Responsiveness,Assurance
77,"I really enjoyed the aesthetics of this place and their acai bowls were delicious! I built my own bowl, but I love that they incorporated the granola with the acai as you get the perfect balance in each bite. The workers were also pretty chill so I would happily stop back here again if I was in the area!",ChZDSUhNMG9nS0VJQ0FnSUNqa3JYSUtBEAE,Atlanta,en,"Tangibility, Empathy",False,True,True,False,False
82,"Great atmosphere, good vibes, very friendly staff, good menu options, high-quality and fresh ingredients. Highly recommended.",ChZDSUhNMG9nS0VJQ0FnSURkaHV5UlBREAE,Atlanta,en,"Tangibility, Assurance",False,True,False,False,True
87,"Nice , clean , chill environment",ChZDSUhNMG9nS0VJQ0FnSURaaGJlUUtBEAE,Atlanta,en,Tangibility,False,True,False,False,False
88,"Nice atmosphere, good drinks and hookah! Waitresses are very attentive.",ChdDSUhNMG9nS0VJQ0FnSUNEbWFyN25BRRAB,Atlanta,en,"Empathy, Tangibility",False,True,True,False,False
92,Just the best,ChdDSUhNMG9nS0VJQ0FnSUNEbTRxUnZnRRAB,Atlanta,en,Assurance,False,False,False,False,True
98,"I try to visit this place as often as I can for lunch or dinner, as my schedule allows! It is such a wonderful treat to have in the ATL area. Being able to eat here without the worry of allergen cross contamination AND have amazingly delicious food is a huge gift. The prices are reasonable considering all the considerations made for diets (they're dairy, nut, soy, and gluten free) and the menu has several options, including vegan options. Each item I have ordered has blown my socks off. The indoor seating space is a little small, but there is also outdoor seating. I highly recommend this place. I've taken a number of friends here just because I love this place so much. Try it out if you haven't! I really don't think you'll be disappointed.",ChdDSUhNMG9nS0VJQ0FnSURoc3B6Ml93RRAB,Atlanta,en,"Assurance, Empathy, Tangibility",False,True,True,False,True
99,10/10 arepas—the sauce is so good! A great local business to support a must go in Atlanta for anyone with a gluten intolerance and would still recommend to everyone else,ChZDSUhNMG9nS0VJQ0FnSUQxZzZfakVBEAE,Atlanta,en,Assurance,False,False,False,False,True
105,Kieasi top tier service and vibes . Good food,ChRDSUhNMG9nS0VJQ0FnSUM5M3E4dBAB,Atlanta,en,"Empathy, Tangibility",False,True,True,False,False
111,For some reason every time I go there with my husband. The hostess are always unfriendly and not happy Servers are great. Food is over the top delicious,ChdDSUhNMG9nS0VJQ0FnSUNqckxtWG13RRAB,Atlanta,en,Empathy,False,False,True,False,False
112,"I was excited to try Pasha for the first time after hearing great things. Unfortunately, during my friend's birthday celebration, we encountered two roaches. The manager seemed unconcerned until we showed him a video. They did discount the birthday girl a little after we asked. (which was only $29 off.) This experience was disappointing and unsettling. I won't be returning.",ChdDSUhNMG9nS0VJQ0FnSURENzdTU3NRRRAB,Atlanta,en,Assurance,False,False,False,False,True
118,Had a great time here on my birthday. Food and vibes were great. My waitress Ezgi was amazing! Definitely ask for her when you go.,ChZDSUhNMG9nS0VJQ0FnSUREbHR5dlNnEAE,Atlanta,en,Empathy,False,False,True,False,False
122,Always good,ChdDSUhNMG9nS0VJQ0FnSUNqN3FHal93RRAB,Atlanta,en,Reliability,True,False,False,False,False
123,Great brunch spot that also serves alcohol. Liquor dispenser just renewed. Cozy spot.,ChdDSUhNMG9nS0VJQ0FnSURkaWN1d3RRRRAB,Atlanta,en,Tangibility,False,True,False,False,False
134,Good food super expensive.,ChZDSUhNMG9nS0VJQ0FnSUNqLUl5Sk93EAE,Atlanta,en,Tangibility,False,True,False,False,False
144,thats a great,ChZDSUhNMG9nS0VJQ0FnSURkdDh1UURBEAE,Atlanta,en,Assurance,False,False,False,False,True
146,This place rock and rolls like a belly dancer on a hot potato,ChZDSUhNMG9nS0VJQ0FnSURkczRDZkh3EAE,Atlanta,en,Tangibility,False,True,False,False,False
147,Waitress and bartender was awesome! Food and drinks were ! We had a great date night!,ChdDSUhNMG9nS0VJQ0FnSUNkMEttM3JnRRAB,Atlanta,en,"Empathy, Assurance",False,False,True,False,True
156,"This is, by far, the best chicken I've had in all of Atlanta. I've had nandos in the US and the UK.... And this is better. Incredible wings, incredible food. Please open before 9:30 - you will have weekly orders from us.",ChZDSUhNMG9nS0VJQ0FnSUNPdkxXdEZREAE,Atlanta,en,"Tangibility, Responsiveness",False,True,False,True,False
164,"Went on a week day for lunch. Ambience was nice. Ordered starters, and main course. Fresh starters came within 10 minutes and it was crunchy and tasty, within few minutes starter plate was empty. Main course was served by the time we completed starters. I ordered vegetable dhum biryani and the taste was quite right for my palate. Service was excellent. Forgot to take the pictures of the food. Highly recommend!",ChdDSUhNMG9nS0VJQ0FnSURkd1BEdTJRRRAB,Atlanta,en,"Reliability, Tangibility, Responsiveness",True,True,False,True,False
174,"Allie was a breath of fresh air, she was so bright and engaging. Best server I had in all of Atlanta. This place is a MUST. The breakfast is PHENOMENAL. The Biscuits and Gravy with the home made sausage were literally the best thing I ate all weekend. 10 stars!",ChZDSUhNMG9nS0VJQ0FnSUREaHYzN1VREAE,Atlanta,en,"Empathy, Tangibility",False,True,True,False,False
193,"Such a great spot in town! The food, the service, and the atmosphere is 10/10! Kevin Rathbun knows what he is doing! Would highly recommended!",ChZDSUhNMG9nS0VJQ0FnSUNkX3JHRUNnEAE,Atlanta,en,Assurance,False,False,False,False,True
196,"We decide to go and have dinner with other friends, they come from other place different from us... And the hostess make you wait aside until all the parties come... This is ridiculous, it doesn't make sense to have you there waiting and they don't take you to your table. Really bad for this place to do this.",ChZDSUhNMG9nS0VJQ0FnSUROX0tQZElBEAE,Atlanta,en,Responsiveness,False,False,False,True,False
199,"Great pizza, bread and pasta!",ChZDSUhNMG9nS0VJQ0FnSUMxbW9ic1BnEAE,Atlanta,en,Tangibility,False,True,False,False,False
208,Pricci is very Good !!!! I appreciate the service!!! One of my brothers from church had treated us here. I would not mind going back.,ChdDSUhNMG9nS0VJQ0FnSUQ5cDd2MXhnRRAB,Atlanta,en,Assurance,False,False,False,False,True
222,"I always give Anis 5 stars! It’s just such a gem, tucked away on the back streets in Buckhead. The food, service and atmosphere are always consistent, and it’s always so buzzy! If I have one ‘complaint’ it’s that it’s not at all handicap friendly. I had an operation on my ankle, and had to use a knee scooter. It was my best friend’s birthday so I was not going to miss her luncheon. But…I could not go to the bathroom! The staff generously offered to pick up my scooter and help me up the stairs, but I would not have fitted in the bathroom with my scooter, so had to make very sure I didn’t drink too many liquids or I would have been in deep trouble! The experience sure has given me a new respect for what people with disabilities have to contend with every day.",ChZDSUhNMG9nS0VJQ0FnSUREbjhQdWZREAE,Atlanta,en,"Empathy, Tangibility",False,True,True,False,False
230,"If you live in Atlanta -- or visiting -- make time to reserve your spot at La Grotta, especially the outside patio. Vincent will escort you to a beautiful table where Brett will provide you with exemplary service. The outside patio is quiet and inviting with warm twinkle lights providing that coveted soft glow. La Grotta has just the right amount of fancy coupled with southern charm and an inviting team ready to provide you with top-notch service. The menu is amazing and has delicious options for those seeking traditional northern Italian fare. Huge shout out to Vincent and Brett for making our experience terrific.",ChZDSUhNMG9nS0VJQ0FnSUREa2VfRGNnEAE,Atlanta,en,"Empathy, Assurance",False,False,True,False,True
231,We visited La Grotta for the first time yesterday. I was looking forward to this restaurant for a very long time. I was disappointed. It's a noisy open space. Not too cozy. Our server was an unpleasant person. Food was ok. Subpar in my opinion.It cannot be said that it is a real Ristorante Italiano. There are much better Italian restaurants in Atlanta.,ChZDSUhNMG9nS0VJQ0FnSUREaEtfUk1REAE,Atlanta,en,"Tangibility, Reliability",True,True,False,False,False
235,One of the best places in ATL for date night!,ChZDSUhNMG9nS0VJQ0FnSUQ5dXVxdVB3EAE,Atlanta,en,Assurance,False,False,False,False,True
238,Best Italian in Atlanta and the service is excellent. You will not be disappointed.,ChdDSUhNMG9nS0VJQ0FnSURkOGJTYS1BRRAB,Atlanta,en,"Assurance, Responsiveness",False,False,False,True,True
243,Always delicious and SO FAST.,ChZDSUhNMG9nS0VJQ0FnSUQ5aTVqdEpBEAE,Atlanta,en,Responsiveness,False,False,False,True,False
245,Hypnotically caucasian,ChZDSUhNMG9nS0VJQ0FnSURkNmFPaFVnEAE,Atlanta,en,Tangibility,False,True,False,False,False
248,We had their Panang chicken and red curry and they were equally delicious and excellent.,ChZDSUhNMG9nS0VJQ0FnSUNqcmMtNkpBEAE,Atlanta,en,Reliability,True,False,False,False,False
252,"They serve the best vegan Thai dish in all of Atlanta… Thai Tofu! Small, family owned place with little parking. Call for takeout.",ChZDSUhNMG9nS0VJQ0FnSUREdzRuNE53EAE,Atlanta,en,Assurance,False,False,False,False,True
255,Great food terrible parking. Basically cars are on top of one another. You may have to go and move your car so someone can get out.,ChdDSUhNMG9nS0VJQ0FnSUNEbnFhb193RRAB,Atlanta,en,Tangibility,False,True,False,False,False
263,"I’ve been eating here since they opened up , and let me be the 1st to say , this spot hasn’t failed me once , and they’re clutch .REAL LATE NIGHT Soul food at",ChdDSUhNMG9nS0VJQ0FnSUNEb19lUXlRRRAB,Atlanta,en,Reliability,True,False,False,False,False
265,Great Customer Service!!,ChZDSUhNMG9nS0VJQ0FnSUNENmRXZklREAE,Atlanta,en,Responsiveness,False,False,False,True,False
267,Loveeeee this place the food is sooo good im hooked on her candy yams real bad lol my favorite late night hidden gem 🥹🫶,ChdDSUhNMG9nS0VJQ0FnSUNEck5pbnlnRRAB,Atlanta,en,Empathy,False,False,True,False,False
270,"The food is always AMAZING!! The atmosphere was very relaxing and intimate!!! I love the SALMON PASTA, okra, macaroni and cheese!!! The owner was very professional and friendly!!! You must check it out!!",ChZDSUhNMG9nS0VJQ0FnSUQ5cjZ1eUZREAE,Atlanta,en,"Assurance, Empathy",False,False,True,False,True
275,Very nice waffle house location. Staffs are friendly and helpful. Foods are as expected. Parking is very convenient on site. Location is the best in Buckhead.,ChZDSUhNMG9nS0VJQ0FnSURELXRmQUZ3EAE,Atlanta,en,"Tangibility, Empathy",False,True,True,False,False
278,"The first time I went I had to ask the lady to change my dirty fork. Then, the second time I had something floating in my coffee. I tried to get the lady’s attention to change it, but she was too busy chatting away. Food is ok.",ChZDSUhNMG9nS0VJQ0FnSUM5N05IcFpREAE,Atlanta,en,Reliability,True,False,False,False,False
281,definitely one of the best taco shops here. It’s also a grocery store with a whole bunch of stuff that you can’t find at Kroger.,ChZDSUhNMG9nS0VJQ0FnSUQ1eHZLS2N3EAE,Atlanta,en,Tangibility,False,True,False,False,False
282,Speaks no English and will get mad at you for not being able to speak English even tho the entire menu and payment options are in English…. Will never return,ChdDSUhNMG9nS0VJQ0FnSURaNGZfSDF3RRAB,Atlanta,en,Empathy,False,False,True,False,False
283,It's a good neighborhood restaurant where you can go to watch a game.,ChZDSUhNMG9nS0VJQ0FnSUNEcWJuZ0d3EAE,Atlanta,en,Tangibility,False,True,False,False,False
296,It’s always a vibe good food good drinks.,ChZDSUhNMG9nS0VJQ0FnSUREXzhTR1N3EAE,Atlanta,en,Tangibility,False,True,False,False,False
306,Selectively treating our Black and Brown Community poorly and nobody should ever give them money and contribute to funding them,ChdDSUhNMG9nS0VJQ0FnSUNqaE55OHRBRRAB,Atlanta,en,Empathy,False,False,True,False,False
321,"I've been obsessed with Planta ever since my first visit but this location surprised me in all the wrong ways. It's different than all the other Planta locations in that the customer service is garbage. They treat you like it's a burden for them to serve you. They asked us where we would like to sit and we chose outside seating. 10, 15, 20 minutes go by and no server comes to get our orders (restaurant was not busy and severs were inside chatting). Almost half an hour later a lady comes out to tell us that ""the servers don't want to come outside bc they've pollen allergies""... after finishing our lunch inside we come out only to find out that there are multiple parties sitting outside and getting served, even have a photo as a proof. The same server who denied to come outside to serve us was the one serving others when we left. I've never been treated so badly at any restaurant let alone a Planta. The bathroom had a weird smell and wasn’t clean. Management seemed whack as we had multiple different servers serving and randomly coming to our table. Mainly, it felt like we didn’t belong there and felt like we were facing racism. I am so so unhappy and disappointed.",ChZDSUhNMG9nS0VJQ0FnSUNqLXAzZmRREAE,Atlanta,en,"Responsiveness, Empathy, Tangibility",False,True,True,True,False
322,"Our server was great so let’s lead with that. The food itself was very mediocre. I’ve eaten lots of plant based food and this was all one note. Muted flavor. No pizaz or real flavor. Just spicy mayo. Had the broccoli, Japanese sweet potatoes, Korean monthly special roll, mushroom hand roll, spicy tuna roll, and a few others. It all tasted the same sub par at best. Small portions that lacked big flavor is so disappointing. Yes I’ve been to a Planta before and that’s what’s so shocking. The chairs were so uncomfortable.",ChZDSUhNMG9nS0VJQ0FnSUNqMnV1Y0JnEAE,Atlanta,en,"Empathy, Tangibility",False,True,True,False,False
323,the wet lemon pepper wings hits every time,ChZDSUhNMG9nS0VJQ0FnSUNEMi1DLVRREAE,Atlanta,en,Tangibility,False,True,False,False,False
325,First they have a 78 overall and the food that my dude got was so bad he went to bed hungry that night .,ChdDSUhNMG9nS0VJQ0FnSUM5cVBlS3VBRRAB,Atlanta,en,Reliability,True,False,False,False,False
333,Way too much onions for a sub! I literally had to pick my sandwich apart and couldn’t enjoy it. I barely had any meat. Disappointed,ChZDSUhNMG9nS0VJQ0FnSUNWc1p2RWNBEAE,Atlanta,en,Tangibility,False,True,False,False,False
346,Great sushi and amazing staff . Always quality,ChdDSUhNMG9nS0VJQ0FnSUM5LUotenFnRRAB,Atlanta,en,Assurance,False,False,False,False,True
348,"This is a great sushi restaurants with plenty of options. The service was great, although we went there a bit late and the waitress was very nice. The prices were reasonable. Make sure you try the Negitoro roll and spicy tuna. There was no wait time on a weekday and they quickly served the food. Sake was served in small glasses although it was not as strong as hard liquor, so you might want to order sth else or get the bottles.",ChdDSUhNMG9nS0VJQ0FnSUMxcVB2b3Z3RRAB,Atlanta,en,"Reliability, Responsiveness, Tangibility",True,True,False,True,False
357,Fantastic poke bowels for a great price. Large amount of food in each bowl.,ChdDSUhNMG9nS0VJQ0FnSUM5cU5LMGxBRRAB,Atlanta,en,Tangibility,False,True,False,False,False
358,I'm a Dasher I asked for a cupholder for the drink my pickup had and was denied and laughed at saying I didn't need a cupholder for one drink. I use the cup holder (regardless of how many drinks) to keep drinks stationary so they won't spill while I'm driving. Not sure why giving me a cup holder was such a big deal. Glad I had one in my car to keep order safe.,ChdDSUhNMG9nS0VJQ0FnSUNka1A2bW93RRAB,Atlanta,en,Empathy,False,False,True,False,False
364,Best poke place in the city! If you love good service and fresh food come here. Skip all of the other places and find yourself here. You won’t regret it!,ChZDSUhNMG9nS0VJQ0FnSUQxel9lSkhnEAE,Atlanta,en,"Assurance, Responsiveness",False,False,False,True,True
393,Great upscale and chill spot in Buckhead. Food and drinks were great!,ChdDSUhNMG9nS0VJQ0FnSUR1NjkyODR3RRAB,Atlanta,en,Tangibility,False,True,False,False,False
405,It was okay from New Orleans so food fair not spicy enough for me. They do add gratuity which I was displeased with but if you under 35 this is the spot for u! All ages but the vibe is a younger and mature crowd.,ChZDSUhNMG9nS0VJQ0FnSUNqdU5XS053EAE,Atlanta,en,Empathy,False,False,True,False,False
427,The dining room door was locked at 8 pm. Was not able to order.,ChdDSUhNMG9nS0VJQ0FnSURkXzcyWW5RRRAB,Atlanta,en,Reliability,True,False,False,False,False
443,Nothing on here said they are only doing take out. Went out of our way and didn't realize they were closed for inside dining until we got to the door. We were nervous when there weren't many cars in parking lot,ChZDSUhNMG9nS0VJQ0FnSUNEbHB2MVNBEAE,Atlanta,en,Reliability,True,False,False,False,False
458,Best cheesesteak around town. It is worth detouring around Cheshire bridges closure to get these tasty sandwiches,ChdDSUhNMG9nS0VJQ0FnSURkMjY2eDFnRRAB,Atlanta,en,Reliability,True,False,False,False,False
459,Friendly staff and generous portions.,ChZDSUhNMG9nS0VJQ0FnSUNkeDlpYVZBEAE,Atlanta,en,Empathy,False,False,True,False,False
461,"The location is outdated in every way - from the building itself to the faded, taped up the signs all over the dining room that were from a previous franchise. I ordered a mushroom cheese steak which was immediately prepared in front of me. the beef was frozen pre-sliced, the onions fresh and the mushrooms canned. this combination was grilled, seasoned far beyond one week's suggested sodium. and then placed on a very fresh and soft toasted white foot long roll with cheese slices. for the price ~$15, I would prefer a Publix sub any day.",ChZDSUhNMG9nS0VJQ0FnSUQxeF91VFN3EAE,Atlanta,en,"Tangibility, Reliability",True,True,False,False,False
471,"Everything started off great. We sat at the bar bartender was cool until she wasn’t. She is a LIAR and needs 50 thrashes. Long story short we ordered food that came with two sides they were out of one so it was substituted for mac n cheese our Mac and cheese along with the appetizer came far after our fish and chicken came leaving us to eat appetizer and sides without the meat. Instead of compensating for food coming out at different times, putting sauce on chicken when asked to put it on the side, appetizer coming at the end they decided to charge us an up charge for Mac n cheese even though meal came with two sides one of which they were out of. Never told there was an up charge and stated we should have just got double greens. Excuse me!!! Never again. And don’t get me started on the rookie cop they have in there. Baby that evils franchise could go to hell. Horrible customer service over $12",ChdDSUhNMG9nS0VJQ0FnSUNqNXJMUzhnRRAB,Atlanta,en,Responsiveness,False,False,False,True,False
479,"Do not order from here plz, second time getting food from here and was disappointed both times , first time i got shrimp rice and second time wanted to try the noodles, was absolutely disgusting! it was mushy,watery, and has a weird taste to it ! will never order from here again",ChdDSUhNMG9nS0VJQ0FnSUNEOXFqTHd3RRAB,Atlanta,en,Reliability,True,False,False,False,False
489,"Great service, great food, fast service, and great vibe.",ChdDSUhNMG9nS0VJQ0FnSUNqM0oyUG9nRRAB,Atlanta,en,"Empathy, Reliability, Responsiveness, Tangibility",True,True,True,True,False
490,Came in with my fiance and baby and felt right at home. The food was delicious and the service superb. My baby is 10 months and was eating from our food but the kind owner came back with a veggie bowl just for him and even fed him a few spoons! 🥹 We would definitely be back.,ChdDSUhNMG9nS0VJQ0FnSUNqb1B6eHBRRRAB,Atlanta,en,"Empathy, Responsiveness",False,False,True,True,False
494,"Delicious food, everything was incredible! The fish awaze was AMAZING",ChdDSUhNMG9nS0VJQ0FnSURkcVotOWx3RRAB,Atlanta,en,"Tangibility, Reliability",True,True,False,False,False
510,I cant complain. The process was seemless. the food was prepared well. The customer service was regular chic fila standard,ChZDSUhNMG9nS0VJQ0FnSUNqa09MWlZBEAE,Atlanta,en,Reliability,True,False,False,False,False
522,"Great visit one Wednesday at 5pm. My 4&7yo's got the entree sized quesadillas, and it might have been close had we don't the children-sized. I love the quality and cleanliness, and my experience with Ron stands out. The world needs more confident friendliness, and he should teach EVERY fast food place how to treat customers. When I think of where I'll take them next, I'll go to Moe's and hope to run into Ron again. Mind and happy, he made our visit great. He sets a great example. Now they're 5&8 and he's still cheering for customers.",ChZDSUhNMG9nS0VJQ0FnSUMtaklUc0NnEAE,Atlanta,en,"Empathy, Responsiveness",False,False,True,True,False
526,Small dining room. Good desserts. Really enjoyed my meal,ChZDSUhNMG9nS0VJQ0FnSUNkaFpld0h3EAE,Atlanta,en,Tangibility,False,True,False,False,False
540,"Such a fun atmosphere with the live music, all the food we tried was great! Will definitely be going back!",ChdDSUhNMG9nS0VJQ0FnSUREOHZpUTRRRRAB,Atlanta,en,"Tangibility, Empathy",False,True,True,False,False
566,It's fantastic to have a réal French dining here in Atlanta We enjoyed every bite,ChZDSUhNMG9nS0VJQ0FnSUQ5elBYVmFBEAE,Atlanta,en,Tangibility,False,True,False,False,False
574,Karime and her team always working moving fast everytime I go inside to eat she is always kind n I really appreciate the service.,ChZDSUhNMG9nS0VJQ0FnSUNEcDRIOEpBEAE,Atlanta,en,"Responsiveness, Empathy",False,False,True,True,False
575,"not bad, but they gave me the wrong items in my togo order and they made my burrito wrong and i did not notice until my order arrived to me. again not bad, but attention to detail goes a long way especially when its about others peoples food",ChdDSUhNMG9nS0VJQ0FnSUM5M2ZPS3lRRRAB,Atlanta,en,Reliability,True,False,False,False,False
580,The place has great food and the staff is so friendly. Everyone that works here has great customer service.,ChdDSUhNMG9nS0VJQ0FnSUQxd3BybHdRRRAB,Atlanta,en,"Empathy, Assurance",False,False,True,False,True
600,Yea 24 he but the inside was closed cause the was putting up tvs and I just felt like that inconvenience was inconveniencing,ChdDSUhNMG9nS0VJQ0FnSUQ5MFlUQW5BRRAB,Atlanta,en,Tangibility,False,True,False,False,False
623,We came into this place right when it was last call for food orders at 930pm. My girlfriend and I ordered a burger with fries and chicken tenders with Sweet potato fries. Our waitress did a wonderful job and the food was to die for. We will definitely be back.,ChZDSUhNMG9nS0VJQ0FnSUM5Z01XZ2FBEAE,Atlanta,en,Reliability,True,False,False,False,False
624,"This is an awesome outdoor spot that I didn’t know existed. There was a bit of a wait, but it was worth it! Food was awesome and atmosphere was great.",ChZDSUhNMG9nS0VJQ0FnSURkbmJ1YVVnEAE,Atlanta,en,"Tangibility, Responsiveness",False,True,False,True,False
630,Very good food and very friendly staff. Specially the owner Mrs. Chen “Catalina” that made me a delicious lemonade,ChZDSUhNMG9nS0VJQ0FnSUREM29paFVBEAE,Atlanta,en,"Empathy, Reliability",True,False,True,False,False
639,"The food was sooo delicious and authentic, some of the best Mediterranean food that is in Atlanta. T",ChZDSUhNMG9nS0VJQ0FnSUNENWZlOFRnEAE,Atlanta,en,Reliability,True,False,False,False,False
640,I ordered online through Uber eats. I got the chicken gyro and it was amazing I got it with rice and a Greek salad. 10/10 my new go to,ChZDSUhNMG9nS0VJQ0FnSUNEZ2ZfZk13EAE,Atlanta,en,Reliability,True,False,False,False,False
641,"It looks so cute from the outside I had to jump in and see what it was about since I love Mediterranean food. The interior is very lackluster and it plays pretty weird music fairly loud for an afternoon lunch. I was the only one there. I ordered a Turkish salad and one can was not even close to the description it was missing feta and olives. The food did not take long to arrive, however I cannot say that the service was very attentive. Sorry, it's a no go for me in the future. Too many other good restaurants around.",ChdDSUhNMG9nS0VJQ0FnSUQ5b3AyZ3ZnRRAB,Atlanta,en,"Tangibility, Responsiveness",False,True,False,True,False
642,Excellent food and the owner was very nice/personable. A definite must visit if you are in the area.,ChdDSUhNMG9nS0VJQ0FnSUQ5ekpmcTZBRRAB,Atlanta,en,"Assurance, Empathy",False,False,True,False,True
655,Host/ manager was very helpful and made sure we were good and didn't need any sauces or additional items. Thank you for amazing service and thank you line cooks and shake maker for good food!,ChdDSUhNMG9nS0VJQ0FnSUQ5LTk2c213RRAB,Atlanta,en,"Responsiveness, Assurance",False,False,False,True,True
659,"Update 4/20/24 They completely changed their menu or chef. Food tastes great now. Glad to see the bartenders are still the same. Great drinks, great vibes. I love the rooftop view. Food isn’t all that great, takes forever to come to your table. If you’re here for drinks and a good time with friends—you won’t be disappointed. If you’re here for food, I suggest you book elsewhere unless you’re gonna order 6 plates of their garlic shrimp.",ChZDSUhNMG9nS0VJQ0FnSUMwMTR5eE1BEAE,Atlanta,en,"Responsiveness, Reliability",True,False,False,True,False
663,Tierra and fato are amazing the food and atmosphere is 5 star,ChdDSUhNMG9nS0VJQ0FnSUNqbmFqMHBnRRAB,Atlanta,en,Empathy,False,False,True,False,False
673,"Tiarah and Tou are the amazing. They make the atmosphere here worth it. The food was delicious, I’m hooked on the quesadillas. Every time we come thru we’re treated like family. Come here if you want to get a 5 star experience.",ChdDSUhNMG9nS0VJQ0FnSUNEbnNmcmhRRRAB,Atlanta,en,Empathy,False,False,True,False,False
677,Hit the spot every time.,ChZDSUhNMG9nS0VJQ0FnSURkbjZ6UEVBEAE,Atlanta,en,Reliability,True,False,False,False,False
684,"Sat down with large party at 6:30pm, all recieved meals by 7:15, mine showed up at 7:30- not what I ordered, next try 7:45 came back with something I did not order. All my party are ready to leave and I need now to wait till 8 for.meal. Decided to leave and go across the street to get a burger. Quite frankly, all seemed intentional Do not recommend it!",ChZDSUhNMG9nS0VJQ0FnSUNEcUxlaE5BEAE,Atlanta,en,Reliability,True,False,False,False,False
686,"Stopped in for a lunch with my sister and cousin. Great service. The large window to the patio was open but it was a little chilly out so we sat next to it. Highlights were the bread, margherita pizza and branzino. Zucchini chips had potential but were overly salted. Caesar salad was the biggest let down. The dressing was sweet 🧐 maybe due to the Mayo used. It was weird. Shannon was our server and she was excellent. Attentive and quick without being overwhelming.",ChdDSUhNMG9nS0VJQ0FnSUQ5eHVpeHdnRRAB,Atlanta,en,"Tangibility, Responsiveness",False,True,False,True,False
