text,reviewId,city,lan,original_Index
"Came here from a recommendation from locals and this was a great choice. Everything was delicious here!  Ordered the Couyon Daddy and it was very flavourful, honestly could have shared this one with someone , portion was great. My friend ordered the Mushroom Soft Scramble and the potatoes were seasoned so well , I crave for it. You got to go early, because seating is limited in doors and fills out really quickly.",ChZDSUhNMG9nS0VJQ0FnSUREcXE3V1Z3EAE,New Orleans,en,5451
"Walked in without reservation on Saturday night and they were able to seat us within 20mins. Food is delicious with tons of veg and non-veg options. Cocktails were really good - the pho infused gin cocktail was my favorite
Service is a bit odd, our server was amazing but when food came around it seemed like any staff at the restaurant could grab it and almost dump it on the table. Bit of an odd contrast.",ChZDSUhNMG9nS0VJQ0FnSUREMHF6V09nEAE,New Orleans,en,5465
"Great service, great food, fast service, and great vibe.",ChdDSUhNMG9nS0VJQ0FnSUNqM0oyUG9nRRAB,Atlanta,en,489
"Not very organized in their que, but it is what it is.",ChZDSUhNMG9nS0VJQ0FnSUNqLXJlNFdREAE,Cary,en,1885
"Rib tips tasted like oil didn’t have any other flavor, the seasoned rice stuff was dry, the baked chicken leg quarter didn’t have any seasoning it just tasted bland wasted money last night.",ChdDSUhNMG9nS0VJQ0FnSUM5MU02WnRRRRAB,Atlanta,en,811
thats a great,ChZDSUhNMG9nS0VJQ0FnSURkdDh1UURBEAE,Atlanta,en,144
"I've been eating at these restaurants for decades (multiple locations), great food, great service, and reasonably priced. Recommend!",ChdDSUhNMG9nS0VJQ0FnSUREeGFpNTlBRRAB,New York,en,4470
NOT ONLY IS THE FOOD GOOD BUT THE WORKERS HAVE SUCH A PLEASANT PERSONALITY. AND PLEASE TRY THE POUND CAKES OMG...YOU WANT BE DISAPPOINTED.,ChZDSUhNMG9nS0VJQ0FnSUN1bVllc0ZREAE,Atlanta,en,707
Honestly horrible. There were two feathers with my chicken wings . Deep fried to all hell. Sliders were ok. Mediocre at best,ChZDSUhNMG9nS0VJQ0FnSUM5NThYNFVBEAE,New Orleans,en,5860
"Food is amazing but the service..oh Lord!!!! On three different occasions, I ordered over the phone, they confirmed order received and drove 40mins to the restaurant only to be told what I ordered isn’t available. It just happened today as well resulting in this review. Please fix this cos we love yall",ChdDSUhNMG9nS0VJQ0FnSURWLUpqSnRBRRAB,Boston,en,1438
"This place is lit. Good price and portions, bring cash or be ready to venmo",ChZDSUhNMG9nS0VJQ0FnSURwellxRElBEAE,San Francisco,en,4664
"I’ve ordered our Chinese new year dinners from this restaurant for years and our friends and family rave about the food. The restaurant is family run and super friendly. I highly recommend the beef chow fun, whole steamed sea bass with ginger and scallion, Peking duck, dry braised string beans, mu shu chicken. They also have a sticky rice stuffed chicken dish that is famous (on my list to try). Order the steamed sea bass and sticky rice stuffed chicken dish 24 hours in advance.",ChdDSUhNMG9nS0VJQ0FnSUNkaEt5Sm13RRAB,San Francisco,en,4570
The owners were there every time I went. Very friendly atmosphere where I could tell it was full of regular customers.  Their open Monday through Fri from 10 to 2. Great local place to have local food. I've eaten in the restaurant and had take out. On Friday they have a seafood platter with shrimp creole.  The shrimp creole is great.,ChZDSUhNMG9nS0VJQ0FnSUNEa05fb0lnEAE,New Orleans,en,6184
I love the fact that there is two Chick-fil-A around the corner from each other no waiting.. ,ChdDSUhNMG9nS0VJQ0FnSUNqeWYtN2h3RRAB,Charlotte,en,2299
"I happened upon Pluck by chance while looking to book myself a Singles Awareness Day dinner while I was on vacation. It sounded intriguing, so I took a chance. I was not disappointed! The food was amazing, from appetizers to entrees to dessert. But the real show stopper is the bottled wine list. Well, really hard to call a small novela a ""list."" Pretty much anything you could want in terms of variety was there, with recommendations from the staff. I also have to mention the atmosphere...great decor with a pretty great playlist for background. Next time I visit New Orleans, I'll be back!",ChdDSUhNMG9nS0VJQ0FnSUNkbHRQTnVnRRAB,New Orleans,en,5580
Food is always on point. From breakfast to dinner.,ChZDSUhNMG9nS0VJQ0FnSURkNk5pMVpREAE,Washington,en,4917
Great Taco For Low Price,ChdDSUhNMG9nS0VJQ0FnSUNkeGVqQmpBRRAB,Dallas,en,3849
"The food is great but the price tags are not clear. You can't rely on the display to plan your budget. The guy that served was impatient and seemed too much in a hurry. But, a very nice lady took over and concluded the transaction. Nice ambience, clean restaurant. Only problem was the guy at the counter, otherwise a really great place.",ChdDSUhNMG9nS0VJQ0FnSUM5MDltYjl3RRAB,Boston,en,1484
Very noisy place,ChdDSUhNMG9nS0VJQ0FnSUREdFpXcXV3RRAB,New Orleans,en,6353
Great place for great fried chicken and catfish.,ChdDSUhNMG9nS0VJQ0FnSUNqeXJLNmd3RRAB,Dallas,en,3722
Karime and her team always working moving fast everytime I go inside to eat she is always kind n I really appreciate the service.,ChZDSUhNMG9nS0VJQ0FnSUNEcDRIOEpBEAE,Atlanta,en,574
"""OMG! This is beyond adorable!  Cutest thing I've seen all day! ""
""Wow, what a stunning dog!  The epitome of grace and beauty! ""Your home and these dreamy puppies are a match made in heaven!  I'm totally in love with this picture! """,ChdDSUhNMG9nS0VJQ0FnSUNwenNmTHZ3RRAB,Boston,en,1191
Great food & atmosphere,ChdDSUhNMG9nS0VJQ0FnSUREei1iUXN3RRAB,New Orleans,en,6603
"WOW! What an amazing experience we had today at KenCooks. Great food, greeted by a wonderful hostess. Felt like home. Food was fresh, hot, didn't take forever. My favorite dishes were the Yams, and the fried salmon. The plates were plentiful and priced just right. The next time I'm in Charlotte.  I will be there. Theres a lot of love and care going on in this kitchen. Thank you so much!",ChdDSUhNMG9nS0VJQ0FnSUNEODdUZ19BRRAB,Charlotte,en,2727
Fusion Caribbean Kitchen replaced another Jamaican restaurant. I'm a rice girl and LOVE that they ALWAYS have an assortment. Servers are cordial and efficient. Affordable prices.,ChZDSUhNMG9nS0VJQ0FnSUNkdGNmaktnEAE,Boston,en,1340
We had a great lunch yesterday for gathering.  Nice food and environment.,ChdDSUhNMG9nS0VJQ0FnSURkNmNfRTlRRRAB,New York,en,4275
Muy casero,ChZDSUhNMG9nS0VJQ0FnSUREdXJxalBnEAE,Boston,en,1652
"The first time I went I had to ask the lady to change my dirty fork. Then, the second time I had something floating in my coffee. I tried to get the lady’s attention to change it, but she was too busy chatting away. Food is ok.",ChZDSUhNMG9nS0VJQ0FnSUM5N05IcFpREAE,Atlanta,en,278
"We are so glad we did not bother with the jacket nonsense.  I told my husband not to bother. We had the BEST experience today. We had 5:30 reservations.  We were taken through a large area. We went to a nice area. We greeted by Andrew, he was very nice and made sure we were taken care of. Our server was Brittney, what an excellent server and so-so nice. Brittney made sure all was perfect.  Ask for Brittney. Good luck to you Brittney.   Our souffle potatoes OMG! Filet mignon cooked perfectly.  The cauliflower a little undercooked. All went well.  Will come back for sure.",ChZDSUhNMG9nS0VJQ0FnSUREeGFpbWFREAE,New Orleans,en,6058
Why didn't anyone tell me we had a Korean fried chicken spot in Fort Worth? I came here for lunch to check it out and they had so many options. The cashier was very patient and helpful while I was deciding what's for lunch. Her recommendation was fire. Now I know where to go when I want Korean fried chicken.,ChdDSUhNMG9nS0VJQ0FnSUNEdEt1bXJBRRAB,Dallas,en,3886
10/10 service but the food was pretty boring. We had the catfish platter and muffuletta poboy. Bother were pretty bland and unexciting.,ChZDSUhNMG9nS0VJQ0FnSUREajZMT1hnEAE,New Orleans,en,5677
"I ordered pizza from this company all the time and today I received my pizza. The pizza was burnt, taste like a burnt pizza and absolutely hard as a rock felt like a paper weight. I called at 8:17pm on 10/22 to let them know and person I spoke to was absolutely condescending and rude. Explain to me that I was wrong and this is how it is made. I reiterated that I order all the time and this is not how their pizza taste. It taste like burnt cardboard. He then says this is how we make it and hangs up phone. I will never order again just off customer service. If they acknowledged their mistake and even offered to remake then I wouldn’t be writing this review and would continue to be a loyal customer.",ChdDSUhNMG9nS0VJQ0FnSUQ1NnB1TnFnRRAB,Washington,en,4896
"Dined in on 4/30/2022.

The food was decent, but they DON'T offer tap water. How do you charge $2 for bottled water in Flushing? Unacceptable.

A group of diners sitting to our right ordered bottled waters halfway during their meal because their throats were parched. The family sitting in front of us left several disposable plastic cups and opened bottled waters. All the diners there were pushed to order bottled water. How do you finish the meal otherwise?",ChdDSUhNMG9nS0VJQ0FnSURkb3JYTTZ3RRAB,New York,en,4313
"Worst customer service, non stop talking over the food, all the food open no cover, man who was serving rude on 4/14/2024 Sunday  terrible service. Food isn’t bad, the worker needs customer service training. No going back there to eat.",ChZDSUhNMG9nS0VJQ0FnSUNqLUpTLWZREAE,Boston,en,1353
"Just had Nopalitos at the Spiritas Ranch Subdivision grand opening. This was my first time to try them and I was not disappointed. Everything was so flavorful and the food was fresh and hot. Service was impeccable. Whenever I’m in the Fort Worth area, I am definitely going to stop at their restaurant and sit in to have a meal. I highly recommend them!",ChdDSUhNMG9nS0VJQ0FnSUNEbGVfbnF3RRAB,Dallas,en,3655
I'm a big fan. The short ribs were delicious. The guacamole is made right in front of you. The drinks were good. 5 stars,ChdDSUhNMG9nS0VJQ0FnSURkOGJTTjh3RRAB,Washington,en,4955
"Sat down with large party at 6:30pm, all recieved meals by 7:15, mine showed up at 7:30- not what I ordered, next try 7:45  came back with something I did not order. All my party are ready to leave and I need now to wait till 8 for.meal. Decided to leave and go across the street to get a burger.

Quite frankly, all seemed intentional

Do not recommend it!",ChZDSUhNMG9nS0VJQ0FnSUNEcUxlaE5BEAE,Atlanta,en,684
horrible service,ChZDSUhNMG9nS0VJQ0FnSUNkZ2JhQWRREAE,Dallas,en,3823
The corn chowder and garlicky roll were divine.,ChZDSUhNMG9nS0VJQ0FnSUREdktEZ1NnEAE,Boston,en,1116
"Excellent Al Pastor tacos here. Cabeza was good too, but carnitas was under seasoned for me.",ChdDSUhNMG9nS0VJQ0FnSUQtdkxLNzR3RRAB,San Francisco,en,4795
"Tried before seeing reviews. Burger itself was fine, just very bland. Constructed very messy too the point where when I u wrapped it my top bun was next to my burger. Not cold but also for $20 (burger and fountain drink) honestly McDonald's is 10 times better. Wouldn't go back",ChdDSUhNMG9nS0VJQ0FnSURNX0xpNDRBRRAB,Chicago,en,3028
Food and service was excellent.,ChdDSUhNMG9nS0VJQ0FnSUREdlBtdjhnRRAB,New Orleans,en,5420
This is a special place for high quality herbs and food at a reasonable price. The decor is cool and comfortable. The service is friendly. Love to be here and will try more dishes in the near future.,ChZDSUhNMG9nS0VJQ0FnSUQxbzQ2YUlBEAE,New York,en,4296
"I don't really ever leave reviews but Baba's Eats deserves the recognition and the 5 star review. I got the chicken schwarma and tacos and it was amazing at a very reasonable price. I highly recommend stopping here for food, snacks, or drinks if you are ever in the area",ChdDSUhNMG9nS0VJQ0FnSUNweWFuTS1nRRAB,San Francisco,en,4722
Sit at the bar and watch Love - he’s amazing! Fresh oysters and hurricanes - yes please!,ChdDSUhNMG9nS0VJQ0FnSUNqeGNhRnlBRRAB,New Orleans,en,6095
"The food and service here is excellent!  Waiter was very busy but kept us up to date on our food coming out, was very nice, and we always had drinks.  Come at happy hour and prices for a lot of good dishes are discounted.  Atmosphere is nice, lots of good music playing.  Everything we had was very good, especially the oysters, definitely stop in!",ChdDSUhNMG9nS0VJQ0FnSUNqb3ZMNHh3RRAB,Washington,en,5265
I got sick and they acted liked they could not hear what I said,ChdDSUhNMG9nS0VJQ0FnSURENzR5WV9nRRAB,Dallas,en,3533
"I’ve been eating here since they opened up , and let me be the 1st to say , this spot hasn’t failed me once , and they’re clutch .REAL LATE NIGHT  Soul food at ",ChdDSUhNMG9nS0VJQ0FnSUNEb19lUXlRRRAB,Atlanta,en,263
Bad bad bad all bad don’t eat here,ChZDSUhNMG9nS0VJQ0FnSUR0dDRMckFnEAE,New York,en,4224
Where to even beginning I was so excited when I found out Henry’s majestic was back in business!! The service to the atmosphere of this place is amazing the food so delicious my go to is the calamari and Cuban cigars the drinks are all strong and delicious my go to is the majestic swizzle fun and colorful if you haven’t been you are missing out!!,ChdDSUhNMG9nS0VJQ0FnSUREcE9XdXF3RRAB,Dallas,en,3251
Pho ga taste good and perfect for office. Im so glad i give this place a try.,ChZDSUhNMG9nS0VJQ0FnSURwM3JXM1B3EAE,New Orleans,en,6584
Sat at the bar and chatted a lovely bar tender who offered me advice on local attractions. This was nice as I was traveling alone. Food was great and nice spicy Marg’s. I’ll be back when I return later in the year.,ChdDSUhNMG9nS0VJQ0FnSUNqck9hUV9RRRAB,New Orleans,en,6262
Excellent food and the owner was very nice/personable. A definite must visit if you are in the area.,ChdDSUhNMG9nS0VJQ0FnSUQ5ekpmcTZBRRAB,Atlanta,en,642
"Best beef on weck outside of Buffalo!  I go to Andersons when I am home but Lebowski has the best beef on weck locally.  We will return!  I ordered the sampler as I was craving wings & beer battered haddock too.  My husband ordered 3 sliders, he enjoyed his burgers & beef on weck.",ChZDSUhNMG9nS0VJQ0FnSUNqbHZxQ0dBEAE,Charlotte,en,2513
rude staff,ChdDSUhNMG9nS0VJQ0FnSUNEMFpXMXlnRRAB,Atlanta,en,970
Complete trash ruined my drive order tried to call number dont work went up there no so called sandwich artist around complete trash service,ChdDSUhNMG9nS0VJQ0FnSUNkMWRpRjJnRRAB,Dallas,en,3422
"This location uses credit card skimmers, do not stop at this Shell.",ChZDSUhNMG9nS0VJQ0FnSUNsMnVuWEN3EAE,Charlotte,en,2419
"We went to the location just outside of Midway. Really cool inside with good parking. Our server was wonderful. Their Italian chopped salad was great, and we had a deep dish pizza. I prefer a NY style, but am glad to have tried it.",ChZDSUhNMG9nS0VJQ0FnSUREcHNYaUZBEAE,Chicago,en,3060
"I really dislike patronizing my own people establishments. OMG. It took 20 minutes for someone to come and take my order. Then when she did, she didn't write it down and of course my order was incorrect. Cmon people get it right. Then you wonder why we have negativity towards us. Just get it right it's not that hard. Lastly my darn chicken came out so dark because if old bad grease and it tasted that way that I couldn't eat it. Everything I travel to NC I always try to make this my goto but now I'm startng to second guess. I know I will never revisit the Durham location. Cmon BRUHS. Let's get it back on track.",ChZDSUhNMG9nS0VJQ0FnSUREN3NpSVlBEAE,Cary,en,1843
My first time and I must say I enjoyed! The seafood platter for $15 was a win. The food taste fresh and the sauce was very good. I will see them in the future on Fridays for sure. This is a local gem that we should support! Plus the food is really good!,ChdDSUhNMG9nS0VJQ0FnSUM5LUplbXBnRRAB,Charlotte,en,2694
Best cheesesteak around town. It is worth detouring around Cheshire bridges closure to get these tasty sandwiches,ChdDSUhNMG9nS0VJQ0FnSURkMjY2eDFnRRAB,Atlanta,en,458
"The lady who picks up the phone in the morning has a disgusting attitude, doesn’t let you finish a sentence and immediately dismisses what you have to say. If you hate your job, don’t work there, simple, but she had an attitude as soon as she picked up the phone, if I call a restaurant I am PAYING for food, I expect to be received with a welcoming tone, especially at 8am in the morning.",ChZDSUhNMG9nS0VJQ0FnSUQ5dzd5ZVBREAE,New York,en,4189
"I've been obsessed with Planta ever since my first visit but this location surprised me in all the wrong ways. It's different than all the other Planta locations in that the customer service is garbage. They treat you like it's a burden for them to serve you. They asked us where we would like to sit and we chose outside seating. 10, 15, 20 minutes go by and no server comes to get our orders (restaurant was not busy and severs were inside chatting). Almost half an hour later a lady comes out to tell us that ""the servers don't want to come outside bc they've pollen allergies""... after finishing our lunch inside we come out only to find out that there are multiple parties sitting outside and getting served, even have a photo as a proof. The same server who denied to come outside to serve us was the one serving others when we left. I've never been treated so badly at any restaurant let alone a Planta. The bathroom had a weird smell and wasn’t clean. Management seemed whack as we had multiple different servers serving and randomly coming to our table. Mainly, it felt like we didn’t belong there and felt like we were facing racism. I am so so unhappy and disappointed.",ChZDSUhNMG9nS0VJQ0FnSUNqLXAzZmRREAE,Atlanta,en,321
"Service was not organized and had no clue what they are doing, ordered food but at the end no food was cooked and delivered to the table. Finally we left the restaurant!",ChZDSUhNMG9nS0VJQ0FnSUNqMHA3eklREAE,Washington,en,4995
"This was a very nice restaurant, The atmosphere was great.
The food was good",ChdDSUhNMG9nS0VJQ0FnSUM1MFlXc21RRRAB,New Orleans,en,5520
The RIBS were bussin and the TIPS had that char to it damn its good the chili dogs was ok the beans and mac is good to now the potatoes salad is different from what we like down here and it had onions in it to but besides that they cook different stuff to I heard the turkey legs and oxtails is  the truth but the food was good and the Customer Service was good too,ChZDSUhNMG9nS0VJQ0FnSUNENWNXNlZBEAE,Atlanta,en,753
This is the only place I eat at. Most immaculate Chinese food I've had in my life.,ChZDSUhNMG9nS0VJQ0FnSUNsa2QzSkRREAE,Cary,en,2003
"Napa on Providence offers excellent service and fresh, locally-sourced contemporary American dishes, showcasing their dedication to quality. ",ChdDSUhNMG9nS0VJQ0FnSUNEeDkyMXBnRRAB,Charlotte,en,2331
The soup was terrible more rice than broth chicken wings was dry,ChdDSUhNMG9nS0VJQ0FnSUNEZzZ6aGt3RRAB,Boston,en,1255
Salmon cheesesteak was delicious,ChdDSUhNMG9nS0VJQ0FnSURELWV1X3p3RRAB,Washington,en,5237
Wonderful little restaurant and bar in the French Quarter of New Orleans. The oysters were so big and fresh I had to cut them in 1/2 to fit on a cracker! True story! Great atmosphere and a friendly staff. Prices were fair for a tourist town. Alligator taxidermy was a plus! Gator Man Approved,ChdDSUhNMG9nS0VJQ0FnSUROc09mTGtBRRAB,New Orleans,en,5375
"The food is good, the owner needs to get his staff more help. Twice I’ve waited over 30 minutes for food.",ChdDSUhNMG9nS0VJQ0FnSUN0NzhxUnV3RRAB,Chicago,en,2855
"Rated 1 because of inaccurate hours. Reply to this review when they've been updated properly and I'll happily replace with 5 star rating. Until then, beware, dishonest business hours advertised here",ChZDSUhNMG9nS0VJQ0FnSUNSaE9qQUh3EAE,Washington,en,4962
Excellent NY pizza. Friendly place. And there's seating in the back.,ChdDSUhNMG9nS0VJQ0FnSUNkeGQtVzZBRRAB,New York,en,3911
Very nice waffle house location. Staffs are friendly and helpful. Foods are as expected. Parking is very convenient on site. Location is the best in Buckhead.,ChZDSUhNMG9nS0VJQ0FnSURELXRmQUZ3EAE,Atlanta,en,275
Nothing on here said they are only doing take out.  Went out of our way and didn't realize they were closed for inside dining until we got to the door.  We were nervous when there weren't many cars in parking lot,ChZDSUhNMG9nS0VJQ0FnSUNEbHB2MVNBEAE,Atlanta,en,443
"Being that this restaurant is on Bourbon, I figured the food would just be okay. I was pleasantly surprised how good the food actually was.",ChZDSUhNMG9nS0VJQ0FnSUNqcnJyT0tBEAE,New Orleans,en,6302
"Food Was Hot And Delicious,Karaoke Was Nice and Fun But Service Not Good The Girl never asked if we were ok our first time there Customer Service needs to be Better I Asked About Special she wasnt even sure she was gonna check and never came back to tell me anything so Ordered what I ordered and Pińa Colada wasn't frozen it was Very Liquidy.",ChZDSUhNMG9nS0VJQ0FnSUNad1p1ck9REAE,New York,en,4084
"This was a good experience, randomly walk in here and sat at the bar, the bartender was very attentive with me. I ordered a MEZCALITA  and it was very tasty and  mild. I wasn’t too hungry so I try the loaded fries and I really enjoyed it. Over all I was pleased with my experience here, for sure I’m coming back with my folks for a good Wednesday dinner.",ChdDSUhNMG9nS0VJQ0FnSUNkX01mWWxRRRAB,Washington,en,4956
"Seriously good chicken! We tried fried chicken, poutine with chicken, and the cauliflower; all are a must!  Some of the best fried chicken you may ever have in your life. The seasonings added onto the chicken makes this a flavor bomb and different from all others. Juicy all the way through too!

Superb service and a fun atmosphere.

Very limited seating. We got lucky and showed up early during a weekday and got last open table.",ChZDSUhNMG9nS0VJQ0FnSUNqNmZuRGRBEAE,Washington,en,5335
Very good very passionate staff and the food is just right on point,ChZDSUhNMG9nS0VJQ0FnSUNKeE5xY1lBEAE,San Francisco,en,4702
The service was not good at all. I understand its a haitian restaurant but u have to have the ability to speak and understand english. Or am i asking for too much??? Not all customers are haitian or speak creole.. or is that all they wanna serve?,ChZDSUhNMG9nS0VJQ0FnSURweHRhV1FBEAE,Boston,en,1446
Best fresh pasta and bread,ChZDSUhNMG9nS0VJQ0FnSUNqLXZ5RkVREAE,Charlotte,en,2440
their side orders are overpriced. The cost is the same as an actual plate of food. 26.29 for 2 sides (fried pork & smothered veggies no meat) ridiculous. I have never gotten food from here before and my first time is my last. On a scale of 1-10 the sides where a 5.  I did take out but if you are going to dine in then just know the music is loud.,ChdDSUhNMG9nS0VJQ0FnSUNscXNiOC13RRAB,Boston,en,1445
Always a great vibe going in there,ChZDSUhNMG9nS0VJQ0FnSUNsbzRiWkZ3EAE,New York,en,4413
This place sucks! The service is horrible. The wait is too long. Unprofessional.,ChZDSUhNMG9nS0VJQ0FnSURkeGV1YVFBEAE,Washington,en,5030
Have eaten here twice now and it is honestly some of the best food I have ever had. Best Indian restaurant in the city hands down. Get the cauliflower.,ChZDSUhNMG9nS0VJQ0FnSUREc19ySWJREAE,New Orleans,en,5589
Speaks no English and will get mad at you for not being able to speak English even tho the entire menu and payment options are in English…. Will never return,ChdDSUhNMG9nS0VJQ0FnSURaNGZfSDF3RRAB,Atlanta,en,282
They are quick and clean and the food is always cooked fresh when ordered delicious I always eat here especially after they partnered with doordash ,ChZDSUhNMG9nS0VJQ0FnSUM5cTZXMWJnEAE,Dallas,en,3799
"The staff at this restaurant is completely unprofessional.
The customer service is horrible.
Not sure how clean they are either, I have serious doubts",ChZDSUhNMG9nS0VJQ0FnSURkZ0pMckVREAE,Boston,en,1431
"Hippoke hits the spot every time!
Big portion, packed nicely, taste great!
And I can just tell there are some really sweet people behind the food!",ChdDSUhNMG9nS0VJQ0FnSUNqN3BYTHVBRRAB,Dallas,en,3394
"Love the food there large subs as big as long breads, food is tasteful My favorite is steak and cheese never go wrong with this place..",ChZDSUhNMG9nS0VJQ0FnSURsOU83TkFREAE,Boston,en,1211
"Ask for Pamela, she's great!",ChdDSUhNMG9nS0VJQ0FnSUNqLXYtdTJnRRAB,New Orleans,en,5730
Antoine was OUTSTANDING!! Customer service was perfect… definitely will be back!,ChZDSUhNMG9nS0VJQ0FnSUNkME9fdllnEAE,Charlotte,en,2416
Always fresh a friendly staff,ChdDSUhNMG9nS0VJQ0FnSUNqc2JpUXN3RRAB,Dallas,en,3440
"I had the carne asada quesadilla w/ sour cream and guacamole, my wife ordered the pozole and we shared buffalo wings. I had a $4.50 jarritos ( just a tad bit expensive) and the missus, water. The cost was about $54, which, in San Francisco is about average. The dinner was amazingly tasty and I would recommend this little joint any day.",ChZDSUhNMG9nS0VJQ0FnSUNEMk1HMlFnEAE,San Francisco,en,4491
"Worst fried rice I've ever tasted, it was black. The noodles on my other dish were so soft they tasted like mush. I will never return.",ChdDSUhNMG9nS0VJQ0FnSUNkdXZMQTFnRRAB,Atlanta,en,1014
"Horrible place, customer service sucks , will never go to this place again",ChZDSUhNMG9nS0VJQ0FnSUNEcnVXekVBEAE,Boston,en,1669
It was really good I would sell a toe for the food again!!!,ChdDSUhNMG9nS0VJQ0FnSURWbHMyVDdBRRAB,Atlanta,en,926
Best chicken tenders and smoothie ever.,ChZDSUhNMG9nS0VJQ0FnSURkMDZXNExnEAE,Dallas,en,3685
"Alright, my expectations are pretty low because I’m grabbing a meal in a busy airport. BUT! I was pleasantly surprised by Urban Olive.

1. Super fast - like they had my meal out in seconds and it was fresh off the grill.
2. So friendly. Actually. I’ve never had a friendly experience at an airport restaurant. Kudos to the staff.
3. Relatively healthy. It’s nice to have veggies and protein to fill up on before a long flight.
4. Surprisingly affordable. I would have expected to pay this for a quick-serve restaurant in the real world, and I didn’t feel price gouged.
5. The renovations in Terminal 5 are fresh and modern (finally) and make it a nice atmosphere for people watching and relaxing for a few minutes during a travel day.

All in all, pleased ",ChdDSUhNMG9nS0VJQ0FnSUROaHRtMnRnRRAB,Chicago,en,2837
Amazing food. Josiah took care of us and he was incredibly pleasant and helpful. I hade the shrimp poboy with fries and both were absolutely delicious. The atmosphere definitely made the experience memorable. I want to go back soon!,ChZDSUhNMG9nS0VJQ0FnSUNqM29PQ0d3EAE,New Orleans,en,5974
"Cafeteria style quick and easy breakfast and sandwiches. Butternut/apple soup was very good.

Close to Metro",ChdDSUhNMG9nS0VJQ0FnSURGZ2RUODNRRRAB,Washington,en,4987
Very nice,ChZDSUhNMG9nS0VJQ0FnSUNqcnZ2MGN3EAE,Washington,en,5099
We held our daughter’s baby shower at Tribeca. Ashely was so easy to work with and all of our expectations were exceeded. It was a beautiful venue and the food was delicious! We received so many compliments and positive comments from our guests. We would highly recommend Tribeca for any private events you would like to hold.,ChdDSUhNMG9nS0VJQ0FnSURELXBYSHN3RRAB,Cary,en,1985
"Customer service was very poorly, I don’t know the Hispanic manager name, because she didn’t have on a name tag. I will never  order from this Chick-fil-A again!!!!!!! Very rude.",ChZDSUhNMG9nS0VJQ0FnSURENUxDUWFBEAE,Dallas,en,3158
"Very unprofessional group of employees,band a useless manager. I waited 30 minutes inside the restaurant for my food after waiting in drive thru for 15 minutes for 2 Biggie combos. Stay away from this one.",ChdDSUhNMG9nS0VJQ0FnSUNkc01MdzR3RRAB,New Orleans,en,6560
Very good lamb burger. The waitress was friendly.,ChdDSUhNMG9nS0VJQ0FnSUREOEpmVnBnRRAB,New Orleans,en,6230
"The Salted Pearl is absolutely phenomenal. The Crabmeat Au Gratin is divine, oyster happy hour is great and their lobster mac and cheese is one of the best in the city.",ChdDSUhNMG9nS0VJQ0FnSUREM003Yjh3RRAB,New Orleans,en,5709
Great brunch spot that also serves alcohol. Liquor dispenser just renewed. Cozy spot.,ChdDSUhNMG9nS0VJQ0FnSURkaWN1d3RRRRAB,Atlanta,en,123
It’s always a vibe good food good drinks.,ChZDSUhNMG9nS0VJQ0FnSUREXzhTR1N3EAE,Atlanta,en,296
Prices can be better,ChZDSUhNMG9nS0VJQ0FnSUM5MzRHcFhREAE,Chicago,en,3056
