text,reviewId,city,lan,original_Index
"We celebrated our twins 30th birthdays at Broussard’s. Totally enjoyed our evening. The food was amazing, staff exceptional.",ChdDSUhNMG9nS0VJQ0FnSUNEaTdYOC1RRRAB,New Orleans,en,5722
The taste is very good and the service is good. Worth recommending. I will be back again.,ChZDSUhNMG9nS0VJQ0FnSUR0aWRiSERnEAE,New York,en,3900
"It’s about to be 2024… why don’t y’all take Apple Pay,
Just walked 20 minutes to the restaurant for them not to be able to serve me",ChdDSUhNMG9nS0VJQ0FnSUM1NF9hSThBRRAB,New York,en,4149
"I got two things, the jerk chicken (dark meat) and the oxtail. I got sides of rice, plantains, and salad. I also got coco bread.
Wasn’t a huge fan of the jerk chicken to be honest, but that’s just my personal taste. The oxtail was absolutely delicious, the sauce was super flavorful, dipping the coco bread in it was an absolute 10/10. mixed with the rice was also gas. The ladies in there were super nice too, got me everything i needed, i almost forgot my coco bread but they caught me after i left and made sure i got it",ChZDSUhNMG9nS0VJQ0FnSURGcl9USEp3EAE,Washington,en,5281
Our favorite hidden gem in fort worth! Great service and best tasting/flavored foods for low price. Go Habanero!,ChZDSUhNMG9nS0VJQ0FnSUR0Ny02MUxBEAE,Dallas,en,3688
"Gentlemen behind the bar (slick backed hair and goatee) was phenomenal. Best customer service from him.

Food was decent, but high priced.",ChZDSUhNMG9nS0VJQ0FnSURkOFA2d2ZBEAE,Chicago,en,2974
"Today 04/17 love the lady who worked tonight she's always with a great smile, friendly and great attitude.",ChZDSUhNMG9nS0VJQ0FnSUNqLVBtYmF3EAE,Chicago,en,3019
"AMAZING, hands down the best place to eat!! The atmosphere is very friendly and pleasant and the place is super clean, I’ll be coming back soon!",ChdDSUhNMG9nS0VJQ0FnSUQxcGR2Sm9BRRAB,Boston,en,1185
"Horrible service, food was not as described as what was on the menu.  Overpriced.",ChZDSUhNMG9nS0VJQ0FnSUNsbmIyWFVnEAE,Boston,en,1588
Farmers omelette was delicious. And say yes to extra bacon.,ChZDSUhNMG9nS0VJQ0FnSUNqLXVIV0NREAE,New Orleans,en,5563
"Brixx is definitely a good way to go if you are craving a bit of everything.  This one is located in Dilworth, and it is on the smaller side from their parking to seating inside. It can get crowded. We went on a Friday right at 5pm, and it was still empty, and thankfully so as there were 8 of us. Everything was great in the beginning. Our drinks, appetizers, and food were delivered in a timely manner. Towards the middle of us bring there the dinner crowd did come rushing in which caused our waitress to I believe get fairly overwhelmed. We basically had to hunt her down for everything, straws, refills, cream, and sugar for coffee and even utensils. At one point, we just didn't feel like having to call her over or even wait any longer that we just decided to op out of ordering anything else and just leave. The food, though, was amazing as always. We ordered their Bruschetta, Buffalo, and oven roasted wings, spinach and artichoke dip with piano bread, Ceasars salads, penne pasta and it was all DELICIOUS! it's not a bad spot for food, but maybe this location just wasn't the best.",ChZDSUhNMG9nS0VJQ0FnSUREejlxS1h3EAE,Charlotte,en,2591
Chicken is always hot and fresh!!,ChZDSUhNMG9nS0VJQ0FnSUROMHBMOFl3EAE,Dallas,en,3801
The best pizza in town. Best sausage and pizza sauce ever ever!!!🫶 I love the salad too. Everything is so good don’t miss the garlic knots 🤤,ChdDSUhNMG9nS0VJQ0FnSUNEMklMWXJRRRAB,Charlotte,en,2286
"Nadia was the most attentive, caring, and personable waitress I’ve ever had the pleasure of being served by. If you’re ever lucky enough to have her as your server you’ll know exactly what I’m taking my about. Beautiful environment, the second floor in particular has the perfect level of ambience for an any romantic occasion. You will be looked after like family.",ChdDSUhNMG9nS0VJQ0FnSUQ5ekp1bHZnRRAB,Washington,en,5207
My husband had the caldo de res it was delicious and I had a Huarache de Lomo and Café de olla it was delicious.,ChdDSUhNMG9nS0VJQ0FnSUQ5c1l6cDRnRRAB,Chicago,en,3006
"Place a order thru Uber eats, order a double whopper combo with onion rings and a cookie, out of cookies that's fine but when I get my food, there's no onions rings with my combo meal and the food is on the cold side, not HOT, no more service from me.",ChdDSUhNMG9nS0VJQ0FnSUM5N3NTbDVRRRAB,New Orleans,en,6569
Loved this place! We came for breakfast and the food was incredible. Highly recommend the crawfish etouffe and Bloody Mary. We brought our dogs too and it was wonderful.,ChdDSUhNMG9nS0VJQ0FnSUNEaDc3NnJ3RRAB,New Orleans,en,5623
"Carmel Restaurant offers a pleasant ambiance and excellent customer service, but falls short in value and freshness. While the atmosphere was inviting, the menu proved to be overpriced, and the food lacked the freshness one would expect. Despite Buckhead Shops' reputation for great dining options, and dining at Carmel in New York, this particular location left me hesitant to return. Our waitress was friendly, but lacked knowledge about the dishes and offered minimal recommendations on drinks or desserts. Overall, while the experience had its highlights, it ultimately fell short of expectations",ChZDSUhNMG9nS0VJQ0FnSUNEcExlT0l3EAE,Atlanta,en,416
"Not the welcoming experience but most in the area aren’t looking for that. Yea, I’m new to Georgia but this isn’t hibachi, more like thrown together. My hibachi had way too much juice or sauce in the food. It is well seasoned I can’t complain but there’s much needed to be learned before naming a dish. I’m assuming this is what Campbellton Rd calls hibachi. I didn’t have the traditional vegetables sold with hibachi, I even feel scammed because $40 was way too much for this and a powder lemonade. I wont be going back tho honestly.",ChZDSUhNMG9nS0VJQ0FnSURwX3FteVpREAE,Atlanta,en,856
These folks are rock stars!!,ChdDSUhNMG9nS0VJQ0FnSURWMjdXdXp3RRAB,Boston,en,1101
"""Wing Bucket delivers! I recently tried their grilled chicken sandwich and it was fantastic. Tender, juicy chicken perfectly grilled and packed with flavor. Great spot for a satisfying meal!""",ChZDSUhNMG9nS0VJQ0FnSUQ5bllDZ053EAE,Dallas,en,3163
They over charged my card Please make sure you check your receipt or ask for a receipt before you leave this business they're capitalizing off of our credit cards charging us extra,ChZDSUhNMG9nS0VJQ0FnSURPMXF6d1ZnEAE,Atlanta,en,824
Tina was awesome!,ChdDSUhNMG9nS0VJQ0FnSURENjctMWdBRRAB,Cary,en,1848
"Shoddy staff and subpar food, basic and bland.",ChZDSUhNMG9nS0VJQ0FnSUN0c1pxUE93EAE,New Orleans,en,5571
"Doesn't look like much on the outside, but on the inside this is one of the nicest Subways I've been to. Service was was great too. The staff was friendly, and I was in and out in less than 5 minutes.",ChZDSUhNMG9nS0VJQ0FnSUNKdHNXWEhnEAE,New Orleans,en,5739
"With my boyfriend for breakfast
I asked the water she know  is two people, but she only gave me one",ChdDSUhNMG9nS0VJQ0FnSUNEdGJuNWx3RRAB,New York,en,3967
"Great atmosphere, delicious food, and astonishingly faster service than any fast food joint.",ChZDSUhNMG9nS0VJQ0FnSUQ5N3NlQUdnEAE,Atlanta,en,256
"Great place for brunch while people watching at the centre of Jackson Square and the cathedral. Loved their take on corned beef hash with eggs sunnyside. The coffee is the US favoured chickory infused variety, but I can forgive them for this!",ChZDSUhNMG9nS0VJQ0FnSUNqeUwtcWNREAE,New Orleans,en,5558
Best cheese burger  especially for an airport.,ChdDSUhNMG9nS0VJQ0FnSURHOUtleTNBRRAB,Chicago,en,2946
remember a year ago i came here in desperate need to call 911 … i was held hostage and had to run to the nearest phone and this was the only place in my proximity .. there was a lady working at the front who hesitated to give me access to the store phone even though i was in need …she had the nerve to ask was i sure that’s what i wanted to do ..  took her over 5 mins which could have cost me my life … wouldn’t support just because of that and the pizza was mid anyway,ChZDSUhNMG9nS0VJQ0FnSUNabTVTWFNBEAE,Washington,en,4897
Open late! Came through on Halloween!,ChZDSUhNMG9nS0VJQ0FnSUNGZzVyTFN3EAE,Atlanta,en,891
Good food and service. I rate it with 5 stars.🤩  I really enjoyed the chicken and vegetables lo mein and tostones I ordered along with the vegetables fried rice.🥡 And thanks for sending the fortune cookies.🤗🥠🥠,ChZDSUhNMG9nS0VJQ0FnSURPdTVPY05nEAE,New York,en,4049
"Salvio's Cary is the best place for a slice!  Or a salad!  Or a sub!
We get lunch for work at least once a week; from a single person to a large meeting, the food is always fantastic and everyone is raving!  The people are always nice and helpful.  We appreciate you, Salvios!",ChZDSUhNMG9nS0VJQ0FnSUREaElpc1JBEAE,Cary,en,2226
"My all time favorite casual restaurant in the Sunset! I could eat here every day - the ceviche, fish and chips, burrito. It’s all good!",ChdDSUhNMG9nS0VJQ0FnSUNqMEt1WGh3RRAB,San Francisco,en,4525
Maybe it was just the dish I had but the beef was very dry and the whole dish was very salty. The food was lukewarm with hot spots possibly indicating it was microwaved. I was not a fan of my food but the service was good.,ChdDSUhNMG9nS0VJQ0FnSUQ5enJHZmdRRRAB,Washington,en,4969
"Food is okay. Lots of soy sauce in fried rice. Beef was Cooke..,if you know what I mean. But the service was great. Steamed dumplings are awesome. Lomein was great, not starchy. Overall I'll eat here again.",ChdDSUhNMG9nS0VJQ0FnSUNkbjRPTjdRRRAB,Dallas,en,3793
"Very happy with our order last night from the Original ChopShop Buckhead!  We ordered a family meal for 4 that was really great.  The salads, in particular, were HUGE!  Very fresh.  The greens were very clean, no chemical rinse. Maybe get extra dressing for “to go” orders (but ask for them on the side for bowls).  I felt quite virtuous even after the chocolate banana chia pudding.  Great food that is good for you, and great prices.  Well done!  Breakfast is next!",ChdDSUhNMG9nS0VJQ0FnSUNCNUpyaHVRRRAB,Atlanta,en,736
"Cute space, big portions, fresh food. Everything is delicious!",ChdDSUhNMG9nS0VJQ0FnSURsME1DV213RRAB,Boston,en,1108
"Amazing food, incredible staff, and great experience overall. I would highly recommend. The food was so good we came back again the next day.",ChdDSUhNMG9nS0VJQ0FnSUNqME9tMnB3RRAB,New Orleans,en,5586
"I took my husband here for his birthday dinner. The ambiance was nice, but it was empty. We were seated and a guy brought us water. We were waiting for a drink/appetizer order to be taken, it didn’t happen. The waiter guy was instead cleaning tables around us. Two white men came in and were seated immediately and given water. The waiter cleaned another area and walked back to kitchen. I tried to get his attention when he walked back past our table and he continued to go assist the people who were seated after us and I was told to hold on as he proceeded to take their order. My husband and I left immediately because they obviously didn’t want our money. The WORST customer service experience ever. I do not recommend this place at all.",ChZDSUhNMG9nS0VJQ0FnSUNqbnU3aUtBEAE,Atlanta,en,212
Very nice food and ambience. Mushroom kebabs and Dal Bukhara was really flavorful.,ChZDSUhNMG9nS0VJQ0FnSUNEOWZTQ0JREAE,Atlanta,en,162
"Our first time there and we walked in at a very slow part of the afternoon. We may have been the only customers there. They were very nice (not their usual self). The food was awesome. A little pricey but so is everything, everywhere these days... I'll definitely come back here the next time I'm in Dallas.",ChZDSUhNMG9nS0VJQ0FnSUREejdyckt3EAE,Dallas,en,3460
They have a really good variety. It's one of my best dominican spots in the Bronx.,ChdDSUhNMG9nS0VJQ0FnSUNsaXEzLW9RRRAB,New York,en,4363
"Clean, fast and friendly service.",ChdDSUhNMG9nS0VJQ0FnSUREcE5ETzlnRRAB,Dallas,en,3781
My hubby and I absolutely love this place for meals or a quick bite!,ChZDSUhNMG9nS0VJQ0FnSUNaX0wtVmJnEAE,Boston,en,1312
food is bussin,ChdDSUhNMG9nS0VJQ0FnSURwMVByWDh3RRAB,Boston,en,1352
Whopper wasn't good.,ChdDSUhNMG9nS0VJQ0FnSUMxdU9haHpBRRAB,Cary,en,1872
The food was really good until I found not only 1 but 2 curly hairs in my food. One was in the street corn and another in the chicken. After spending 70 would hope that food would be good and hair free. Really disappointed this was our first time trying the food.,ChZDSUhNMG9nS0VJQ0FnSUREMC1xY0pnEAE,Dallas,en,3881
"service was great, the place is such a vibe",ChZDSUhNMG9nS0VJQ0FnSUNqM3A2ek9REAE,Boston,en,1498
This resturant was an amazing experience! The atmosphere was amazing and the food was delicious. Our server Nemo was amazing and the service was fast!,ChdDSUhNMG9nS0VJQ0FnSUNEd0lUNjdBRRAB,Atlanta,en,218
It's ok,ChdDSUhNMG9nS0VJQ0FnSUQ5OC16N3dBRRAB,Washington,en,5214
Super delicious food and kind staff!!,ChdDSUhNMG9nS0VJQ0FnSUREN1BTaS13RRAB,Boston,en,1663
The oxtails were underwhelming and not sweet at all and the gravy was really thick and the meat was tough and it kinda tasted old. The jerk chicken wasn’t spicy at all definitely not what I was expecting at all. But it was still decent if you don’t like spicy food. Wouldn’t come back. Very bland. Do not recommend.,ChZDSUhNMG9nS0VJQ0FnSUNEZ3VidUZREAE,New Orleans,en,5687
Me and my husband went there it was amazing we had the steak sandwich and a cheese pizza. The owner was very sweet we informed her about additional options for people who are pork free. Suggested turkey bacon and turkey sausage as an alternative informed her where to purchase. Will return when back in town ,ChZDSUhNMG9nS0VJQ0FnSUNENF95VUNREAE,New Orleans,en,6589
Great pizza . Love it in and outside seating .,ChdDSUhNMG9nS0VJQ0FnSUQ5NmZLbTV3RRAB,New York,en,4026
"Great lunch. Masala dosa and chole bhatura.
With a couple of kingfishers to wash it down.
Masala a little lacking in spice, but that can be forgiven.
Thanks.",ChZDSUhNMG9nS0VJQ0FnSUREdTRpN2F3EAE,New Orleans,en,5588
"If you want over priced food go here. If you want overpriced drinks go here! After a night at the club we decided to keep the moment going. From the outside this place looks amazing however looks can be deceiving.  It’s 3:30 am on a Thursday night when I heard the lady said its $80 for entry (I actually chuckled and said to myself this is not Vegas ) however I was with a group who already had a section so I wasn’t worried about a price . The lady then claims that the  group inside already has the maximum amount of people in the section ( 4 ) and it will be extra for any additional people cool,  it was handled by the men we were with. Upon entry I was hit with a very foul smell, it literally smelled like sewage however once we went up into like this jungle blue area the smell was no more. Once we got to the section the drinks came and they were poured into Flask (I guess to prevent people from throwing the bottles idk why ) but heres the biggest red flag!  I could taste the alcohol and tell that this was not the brand actual liquor it’s fake version. I was actually shocked that such an established would try to deceive people . I guess they expect people to be too high to even notice lol but I was pissed although I wasn’t even the one paying. For  10 wings it cost $36 dollars the most I’ve seen for wings since I’ve to ATL . I do think this place needs be properly inspected though I saw some safety concerns such as the fabric on the roof,  in case of fire there was no sprinklers or perhaps the sprinklers are blocked by the fabric, also no proper ventilation and not a second exit.",ChdDSUhNMG9nS0VJQ0FnSUREckpiN3FRRRAB,Atlanta,en,139
Really good Thai food. Great for vegans since they have a separate vegan menu. Highly recommend. Great Thai food.,ChZDSUhNMG9nS0VJQ0FnSUNEOUpUUFFREAE,New Orleans,en,5605
Chicken katsu is made of thin pieces but the rest is great,ChdDSUhNMG9nS0VJQ0FnSUNOLXVLVjFRRRAB,San Francisco,en,4596
"A first timer since recent move to GA. This restaurant was highly recommended for soul food. I tried two different meals and while the food was to my liking the drive-thru conversation between the coworkers were awful. I am certain they did not know their microphone was hot so next time situational awareness. While I with my child was waiting in line the employees were heard talking about various vermin, their relationships, and using profanity. The way the drive thru is set up I could not just drive away because it’s closed in as you wait in lone with poles. I am could only imagine how the atmosphere is inside the establishment. As it took around 10 minutes just to order once I did the communication to me by the employee was not very welcoming when so was trying to understand the menu. Overall I pushed past my annoyance and tried the food. The ribs, the sweet potatoes soufflés, the bang salmon and a few other side items were pleasing.",ChZDSUhNMG9nS0VJQ0FnSUNqME1MNkpBEAE,Atlanta,en,809
"The Vermillion special, based on the parish, was wonderful. Fried catfish over cheesy grits with shrimp. Devine. Highly recommended!!!",ChZDSUhNMG9nS0VJQ0FnSUQ5OXBINUxREAE,New Orleans,en,5429
Such an attitude !!!,ChZDSUhNMG9nS0VJQ0FnSUNEcEphMU5BEAE,Atlanta,en,61
Unprofessional employees,ChdDSUhNMG9nS0VJQ0FnSUNqNEliU2h3RRAB,Dallas,en,3584
It was a first-time visit for me but the service was good. Food was great.,ChZDSUhNMG9nS0VJQ0FnSUNsMmVybFZBEAE,Atlanta,en,519
"I give them one star but in reality zero, no star at all!!! 0 stars nada.Definitely not family restaurant. The girls that work there seem they are selling themselves. The food on the pictures look good, but no definitely don't waste your time going there. The service terrible, not polite nor friendly. Atmosphere, just negative.",ChZDSUhNMG9nS0VJQ0FnSUM5X3JEYVZnEAE,Chicago,en,2882
"Great NOLA brunch with friends. Can thoroughly recommend it.  Our server,  Pamela, was fantastic.",ChdDSUhNMG9nS0VJQ0FnSUNqbUtiMXFRRRAB,New Orleans,en,5734
The food here is awesome!!!. They have light items to more filling one. The even have some gluten free options as well. The food is authentic and the sauce for the shrimp was banging good.,ChZDSUhNMG9nS0VJQ0FnSUQ5ak5fTVF3EAE,Atlanta,en,643
"I love the food. They have really good portions for the price you’re paying. The servers are all so attentive, and great. Sherlin was our waiter, and she was so great!",ChdDSUhNMG9nS0VJQ0FnSUREMDZLd3N3RRAB,Atlanta,en,43
"Not the best Jamaican food I’ve had in my life but i am half  so I’m picky. I’d go back!!! We did clear the plates. 🤭 we had pretty much everything on the menu. Jerk chicken, oxtails, plantains, lots of sides, some drinks, and the rum fruit cake. The prices are VERY good.",ChdDSUhNMG9nS0VJQ0FnSUNqMHJtOGh3RRAB,New Orleans,en,5684
"We visited Krystals while visited New Orleans.  I give them a 6/10.  They are definitely not better than White Castle.  They put mustard on their sliders, FYI",ChZDSUhNMG9nS0VJQ0FnSUNqMnJ1UEFnEAE,New Orleans,en,5851
I Ordered tandoor chicken and it was very dry.  My wife ordered lamb shank and it was not at all good.  Food is expensive.  I understand you're in Buckhead but $6 for Naan is more than double what other restaurants charge.  If you want side plate of  onions or pickle then it is $4.  We won't go here again.,ChdDSUhNMG9nS0VJQ0FnSUNqNXIyLTh3RRAB,Atlanta,en,160
"On my 3rd visit to Mulantes I switched up my usual fried shrimp and fish order to a cheeseburger and fries! Hoping to experience more wonderful food from this restaurant I patiently awaited my order . I asked the waitress to ensure my burger was well done with no pink . After receiving the order I first noticed how small the burger was for $19.00 . I was the size of a small kids burger but more than that the burger appeared to be gray which caused me to break a piece of the  meat off and smell it! The meat had a spoiled small as if it was expired meat or left out for a long period of time . I asked my friends to also confirm the stink that the meat had and all 3 of us agreed that something wasn’t right with the meat. I asked the waitress to send it back and to take it off of my bill . Because I
Has hungry I asked to keep the fries . The manager never came to our table to apologize and told my waitress that nothing was wrong with meat ! Smh yes it was! I was charged $6.00 for a hand full of fries ! The manager walked right by our table and never apologised or said anything to me . I will never eat there again and started to scream out to the other guest Not to eat the Meat . I was told they will
Serve dog meat to their customers! They don’t care they just want the money . I am thinking about calling the health department on them and especially the female manager that felt that I wasn’t owed apology!
Please don’t eat the meat !!!",ChZDSUhNMG9nS0VJQ0FnSUNqLXZPVFNBEAE,New Orleans,en,6357
Just a get summer spot,ChdDSUhNMG9nS0VJQ0FnSUQ5aDRuc2x3RRAB,Boston,en,1599
"Food was awesome. Loved the pretzel crusted chicken, everything you would expect. We had the pigs in a blanket as an app, very tasty and good presentation. All of the food was nicely presented and tasty. Server was running the entire room by himself at the time we came (late evening) but he was doing an awesome job and very friendly. Would highly recommend.",ChZDSUhNMG9nS0VJQ0FnSURENzlqU2VREAE,Boston,en,1113
"We only ordered drinks to go, but the matcha here is out of this world. The staff is very friendly as well. If I'm in D.C. again, I'm definitely going here.",ChZDSUhNMG9nS0VJQ0FnSUREMWFiT01REAE,Washington,en,5061
Food was good but ordering was a challenge waitress didn’t get the order correct even after we pointed to what we want…I got Al carbon tacos which I’m used to being on mini corn and they were on flour but the chicken was good I think the place is highly expensive and definitely not good enough for the price …won’t recommend or return here,ChdDSUhNMG9nS0VJQ0FnSUNkMDdxOXRBRRAB,Dallas,en,3257
"UPDATE 3/2024: A couple of months after my review below I had the worst oyster poboy ever! They were more like little balls of gristle than anything edible.

I figured it was because it was off season or something, so I stayed away for months until tonight when I tried them again, after asking up front if the oysters were good.  Turned out they weren't so good. They just tasted...off. A far cry from a year ago. Think I'm done. .

UPDATE 3/2023: First Time back here since start of Covid. Phoned in order. Nice lady answered. took my order. Got there, order was ready and waiting. Great tasting oyster and shrimp po-boys.",ChZDSUhNMG9nS0VJQ0FnSUN3cE8zZEVnEAE,New Orleans,en,6491
Great Chinese food!,ChdDSUhNMG9nS0VJQ0FnSUMxenEzcjRBRRAB,Cary,en,1859
"Ordered drinks, never showed up after 45 minutes. Gave up and left.",ChZDSUhNMG9nS0VJQ0FnSUNqcHVUT1RBEAE,New Orleans,en,6351
"U should definitely go, cause it's great.",ChZDSUhNMG9nS0VJQ0FnSUR0OV91ckpREAE,San Francisco,en,4631
