text,reviewId,city,lan,original_Index
I originally left 5 stars with a raving review and pics from here but they’ve gone downhill. I lowered my rating to 3 stars last week because they didn’t send a whole combo in my order and then told me to take it up with Uber. I thought let me give them another shot so I ordered from here and they didn’t send one of my food items again. Honestly they need to do better.,ChZDSUhNMG9nS0VJQ0FnSUNSaUlxN1ZREAE,New York,en,4221
"As my friend would say, this place is a life saver.  Open late, legitimately good food.  I recommend the gyros.  She couldn't stop raving about it to any passer by.  They also sell beer, but No restrooms.",ChZDSUhNMG9nS0VJQ0FnSUREN2RHOUZBEAE,New Orleans,en,6308
"Such a great place , Friendly staff and service , so clean ,,, definitely i will coming back more for the try all the menu",ChZDSUhNMG9nS0VJQ0FnSUNENnF1Wk1BEAE,Dallas,en,3885
Oof,ChZDSUhNMG9nS0VJQ0FnSURxNjRmVFNBEAE,Atlanta,en,561
This was the best restaurant I found in DC. Very convenient to the capital. Steak was amazing! I came back many times,ChZDSUhNMG9nS0VJQ0FnSUNEOHMzdlZ3EAE,Washington,en,5332
I came here one day for lunch and the food was delicious. The fajitas had to be some of the best I’ve tasted. My waiter was Chris and he was so nice and helpful. He answered all of my question about the menu items. Over all my  experience was top great and I would recommend this restaurant as a place to visit.,ChZDSUhNMG9nS0VJQ0FnSUNqMGNTME1REAE,Dallas,en,3502
"Food was great! Got the shrimp and grits and oyster benedict. Very slow service and the hostess was not pleasant, at all. There were several tables that were seated before us and we finished our food and left and they still didn't get their food. The staff was not apologetic to the customers and almost acted annoyed at them.",ChZDSUhNMG9nS0VJQ0FnSUNqanQzYmFREAE,New Orleans,en,5630
Horrible overall,ChdDSUhNMG9nS0VJQ0FnSUMxb2JySnJnRRAB,Dallas,en,3525
Phenomenal service and Tanea is remarkable! I will always stop by whenever I'm in Charlotte!!,ChZDSUhNMG9nS0VJQ0FnSUNqM1BXc2JREAE,Charlotte,en,2603
"Staff barely acknowledged our presence, and it appears that had friends there with personal items in all the booths so no one could sit down.
I was stupid and didn't check my order, as I confirmed with the staff it was correct and of course it was wrong but I didn't notice until I got back to my hotel.
They said, ""If that's how she rang it up, that's how I made it.""
And the corn pup was so over fried I couldn't bite into it, and the fries weren't much better.",ChZDSUhNMG9nS0VJQ0FnSUM5dE1qQktBEAE,Atlanta,en,426
I love their Philly and honey hot wings with lemon pepper,ChZDSUhNMG9nS0VJQ0FnSUMxbGFtRktnEAE,Atlanta,en,878
Wings are little over sauced! ,ChZDSUhNMG9nS0VJQ0FnSUREeDdIcFBBEAE,Dallas,en,3273
HORRIBLE!!! Drove a hour and a half for my daughter’s birthday celebration for it to be a complete DISASTER! Reservations were made on April 12th for April 20th @6:45pm. Arrived checked in was told there was a 15 minute wait. After waiting 35 minutes I went to the restroom and asked the host again how much longer cause it’s pushing a hour he said 15 more minutes. After another 30 minutes went back in to be told out his mouth “ yeah I lied to yall ” with a laugh and proceeded to tell security to tell us we can GTFO. Wasn’t seated until8.45pm just to have to wait another 30 minutes for waitress and chef who services other tables who sat down after us. Now this mommy is having to replan another birthday experience to make up for this one. We were told this man name was RYAN,ChZDSUhNMG9nS0VJQ0FnSUNqNXMtTkpREAE,Atlanta,en,378
Good service always. Nice and comfy. Never too packed. Food is always fresh and delicious. Highly recommend.,ChdDSUhNMG9nS0VJQ0FnSURWNTZmNGhBRRAB,Dallas,en,3417
Didn't really think the staff was pleasant,ChdDSUhNMG9nS0VJQ0FnSURWcl9hSW9RRRAB,Atlanta,en,998
"I've pretty much have eaten from this restaurant from the time they opened their doors. Good food, excellent customer service, good portions and decent prices.",ChZDSUhNMG9nS0VJQ0FnSUNwNXF5T0hBEAE,New York,en,4229
Great food and great service! Everything was cooked to order and fresh,ChZDSUhNMG9nS0VJQ0FnSUNaaVptaURREAE,Dallas,en,3736
Lisa is excellent! She is very personable and fun! Thank you!,ChZDSUhNMG9nS0VJQ0FnSUNqdVphVkxBEAE,New Orleans,en,5725
I ordered a chimi and was highly disappointed. The meat was tiny i got mostly bread! Would never go back,ChZDSUhNMG9nS0VJQ0FnSUM5Mjl1Y2NBEAE,Boston,en,1184
"Such a cool restaurant! It was very busy but we didn’t have to wait to be seated. Friendly service and we received our food super quick.

The Gator Bites were our favorite, served with a really good honey mustard sauce (and I’m not usually a fan of honey mustard). The Jumbalaya had a ton of flavor and was a pretty big portion. And of course the drinks were all amazing and you have to get a hurricane.",ChZDSUhNMG9nS0VJQ0FnSUREZ3ZDOUFnEAE,New Orleans,en,5809
"Quality of food has gone down over the years. Not a fan of cold wet buns, meat barely held together. Fries are very generic out the bag no form no salt added. Not sure what's the point of coming here any more.",ChZDSUhNMG9nS0VJQ0FnSUNacDREMlJREAE,Dallas,en,3773
Great food with wonderful service.,ChdDSUhNMG9nS0VJQ0FnSUQ5aS1DaWp3RRAB,Cary,en,1819
It's hard for me to put on words how good this was.   This is one of the bar restaurants I have been to in my life.,ChdDSUhNMG9nS0VJQ0FnSUREeHNMeF9nRRAB,Atlanta,en,1026
Stay away very rude staff. Acted like the smallest issue was the biggest deal in the world. You really have to try to be as rude as they were.,ChZDSUhNMG9nS0VJQ0FnSURwcFlIU0ZREAE,New Orleans,en,5758
"Great tasting food at a solid price, with friendly service! Great drinks too
The fries are a must ",ChdDSUhNMG9nS0VJQ0FnSUNEd2VyTnNBRRAB,Washington,en,5145
Food was below average Pub Food. Place is clean and service was good.,ChdDSUhNMG9nS0VJQ0FnSUREeVAzN2xRRRAB,Boston,en,1770
Great food there delicious,ChdDSUhNMG9nS0VJQ0FnSUMyMTZYTG93RRAB,Dallas,en,3740
"Good food, quick service",ChdDSUhNMG9nS0VJQ0FnSUQ5OWVmSmlBRRAB,Chicago,en,3120
Good,ChdDSUhNMG9nS0VJQ0FnSURkcm9Db3p3RRAB,Boston,en,1228
"The rice itself was as low of a quality you can  get. I was hoping to get the same experience with my rice ,  as I would  at American deli I’m hoping to get A better quality of food today with the wings and lobster fries",ChdDSUhNMG9nS0VJQ0FnSUREME0teG9BRRAB,Atlanta,en,846
"Workers are nasty, they are touching everything including food with the same gloves",ChZDSUhNMG9nS0VJQ0FnSUNEMTlpUWJnEAE,Chicago,en,2963
"Humble, affordable, and comfortable restaurant. Welcoming and courteous staff. Food is scrumptious, generously portioned, and served hot and quick!",ChdDSUhNMG9nS0VJQ0FnSURGc2NYQjlRRRAB,San Francisco,en,4708
Take out at family home. Excellent food,ChdDSUhNMG9nS0VJQ0FnSUR4OGVpYW9BRRAB,Boston,en,1310
Cafe Flora is a lovely restaurant with a garden feel. The menu has diversity and hits many popular favorites. We tried the oyster mushroom and leek pizza on the gluten free crust and it was tasty. The use of crushed almonds was particularly interesting. We also had the burger and sweet potato fries which met expectations. We finished it off with golden milk tea.,ChZDSUhNMG9nS0VJQ0FnSUQwaE5hMk9BEAE,Seattle,en,4856
Their quality is not as good as it was.,ChZDSUhNMG9nS0VJQ0FnSUNKLUl1cVJREAE,Charlotte,en,2277
incredible chicken katsu on rice. super fresh and came w macaroni salad- big plate fed 2 people,ChZDSUhNMG9nS0VJQ0FnSUMxOVpqQ0N3EAE,San Francisco,en,4611
BEST Bullet naan and paneer tikka masala.  One of the best authentic food I tried here.   Will come again.    Also try out other Indian restaurant close to this.   Both are good,ChZDSUhNMG9nS0VJQ0FnSUREX01lV1F3EAE,New Orleans,en,5419
Great food don't let the area scare you away ,ChdDSUhNMG9nS0VJQ0FnSUQ1NE03bG5nRRAB,Dallas,en,3474
Food was so good the staff was super friendly,ChZDSUhNMG9nS0VJQ0FnSUNqaXNyUEhnEAE,New Orleans,en,6129
Service was exceptional and every dish delectable. Highly recommend!,ChdDSUhNMG9nS0VJQ0FnSUREMHFUaHF3RRAB,New Orleans,en,5694
Delicious curry laksa soup big portion,ChdDSUhNMG9nS0VJQ0FnSURkMkpPYTVRRRAB,New York,en,4257
The food was amazing! Had a Marty chicken sandwich and loved every bite,ChdDSUhNMG9nS0VJQ0FnSUNweHAzQ3JBRRAB,Charlotte,en,2243
"Got 3 dishes off vegan menu for take out: red curry tofu, drunken noodles and basil stir fry all requested hot. Red curry was decent though tasted like curry paste was from a can and mild. The drunken noodles and basil were tasteless with no spice and no depth of flavor. Food was not ready on time and prices are high.",ChZDSUhNMG9nS0VJQ0FnSUREMjVHcEFREAE,Atlanta,en,213
The food is so good and well prepared. The service is fast and the employees are always kind and respectful. I would definitely recommend Exquisite Eats to anyone for great tasty eats!,ChdDSUhNMG9nS0VJQ0FnSUNkLTczWXdnRRAB,Dallas,en,3347
Food was delicious ,ChdDSUhNMG9nS0VJQ0FnSUNObkt1MzBBRRAB,New Orleans,en,5490
There food is good and not full of greasy taste. Better than #1 on the other side of kingsbridge.,ChdDSUhNMG9nS0VJQ0FnSUNSazVINmpRRRAB,New York,en,4094
The food is good but service is bad.,ChZDSUhNMG9nS0VJQ0FnSUM5NDRqUEhnEAE,Atlanta,en,163
Good food fast service,ChdDSUhNMG9nS0VJQ0FnSUMxX1lfODJBRRAB,Dallas,en,3734
"A nice spot to hang out and meet up with friends.  But Definitely watch your Bill , we ordered during happy hour and still got charged the full amount, our waiter had to fix bill 2x",ChZDSUhNMG9nS0VJQ0FnSUNEaDZ5TFpREAE,Washington,en,5271
I ordered chicken and broccoli but sadly it was soggy with grease. The chicken was so soft it was mushy. I wish I could give a better rating but my food was submerged in sauces to the point that even the rice was drenched.,ChdDSUhNMG9nS0VJQ0FnSUNkazZINWpRRRAB,New York,en,4381
Good service. I would have to say my bowl was okay for the price which I got on special for $10. My spouse had the tuna and seem to like it. I did find it to be kind of bland and probably needed more sauce. I would come back and try other options if I'm in the area.  So on a positive note we can say it tasted very healthy and had good value.,ChdDSUhNMG9nS0VJQ0FnSUNEcXRIRjJ3RRAB,San Francisco,en,4547
"I’ve had both the build-your-own poke bowl and the açaí bowl, and both were great!",ChdDSUhNMG9nS0VJQ0FnSUR0MmVQaDZRRRAB,Atlanta,en,359
"The food  is okay but they don't let you inside,  you must order through the window at the door  or online.",ChdDSUhNMG9nS0VJQ0FnSUNqaHNHSW5BRRAB,Charlotte,en,2741
"This place is AMAZING!! The set up, the decor, the vibe, everything is  the bomb!! Great clean atmosphere with nice drinks. The music is on point.Nice spot to chill, have drinks, eat  and converse over great music. I highly recommend Preview Restaurant if you are looking for a great spot to  chill  in the Atlanta/ Buckhead area.",ChZDSUhNMG9nS0VJQ0FnSURleHBuakd3EAE,Atlanta,en,389
Wonderful place with a variety of African goods reminds me of home. ,ChZDSUhNMG9nS0VJQ0FnSURPc3BXbllnEAE,Boston,en,1085
The food has been prepared fresh each time I come here. The staff are friendly and the wings and fries are amazing! I’ve tried the hot honey wings and spicy teriyaki and both were sauced well and unique in taste compared to other popular wing spots. Much better actually! Maybe made in-house? The sauce does not taste generic and the texture of the wings are always perfect. The prices and wait times are not bad either. There is a smoke shop attached with equally friendly and helpful staff. He took his time assisting me with my questions and went above and beyond to find answers if he was unsure. I always try to stop by when I’m in the area and will return and suggest your business to others.,ChZDSUhNMG9nS0VJQ0FnSUNKdV91QldREAE,Charlotte,en,2536
Less crowded than most places. Food was delicious.,ChZDSUhNMG9nS0VJQ0FnSUNqLXFIVVBREAE,New Orleans,en,5564
"We were looking for something different, and we're thinking oysters. We decided to check the big easy oven and tap as their website looked amazing. We live 45 minutes to an hour away but we're going to be in the area so we decided to try it. We pulled up and it looked like the place was empty, but there was actually a few people at the bar. We ordered drinks and fried calamari to start and the drinks were good, the calamari was decent, but overdone and a little chewy. My wife got the catfish po' boy and she really liked it. Fries were very good as well. I got the taste of New Orleans and for $17 I felt very jipped. They give you three little cups of rice with a little of each offering on top. Rice and beans, gumbo and jambalaya. Three tiny fried shrimp on the side. Outside of the shrimp, the three cups of the other things were just warm. One almost cold. Needless to say we were not impressed. The atmosphere is dated and the bathrooms are absolutely horrible! This place is a candidate for a bar rescue from John Tapper! It has potential but falls way short of what they show on their website",ChZDSUhNMG9nS0VJQ0FnSUNEcHVIMU13EAE,Cary,en,1953
"Edit: as of July 16th 2023 still closed :(

Super good. Good service. Always nice. But haven’t been open in weeks. There’s been a sign on the door for 3 weeks or maybe more that says 8/8/23 to 8/8/15. Idk what that means, I was there before the 23rd of July and it was closed. And then says closed for vacation. I hope they open back up soon because they are good but have tried to go many times and the sign is still up and a few months ago had to same thing. Very confusing as it says open online and the phone still rings and voicemail said open with the hours so have drove there for nothing.",ChZDSUhNMG9nS0VJQ0FnSURwNVBiN01REAE,New Orleans,en,6446
Great experience here! Major shout out to Sherlin for her exceptional service! Would 100% come back.,ChZDSUhNMG9nS0VJQ0FnSUNEOVl5aWJREAE,Atlanta,en,52
Very nice people the food appears to be fresh. Outside is not so appealing. Needed to be clean or water hose first thing in the morning ,ChZDSUhNMG9nS0VJQ0FnSURhbEpLekZnEAE,New Orleans,en,6425
Food was hot I ordered large sausage pepperoni green pepper extra cheese it was delicious and they actually added the extra cheese and they where open after 1 so I was definitely ,ChdDSUhNMG9nS0VJQ0FnSUQ5aDRhWmxnRRAB,Washington,en,4903
"Consistently good. I usually get dinner to go. Packaged well, order is always correct and still piping hot by the time I get home. Service is friendly and fast. Never had a bad meal here.",ChZDSUhNMG9nS0VJQ0FnSUM5dE5HT1BnEAE,Charlotte,en,2700
Brandon provided amazing service. He was friendly attentive and gave some great food recommendations!,ChZDSUhNMG9nS0VJQ0FnSUNqeFpYc0pBEAE,New Orleans,en,5965
Great chinese food better than ginger thats now closed. Found my new spot for close by Chinese.,ChdDSUhNMG9nS0VJQ0FnSUNqeHRqY2xBRRAB,Cary,en,2165
"Went there for a dance event/day party, & did exactly what we were there for, Dance! Beau's has a really nice size dance floor.
It was my first time there & didn't know what to expect, but I was pleasantly surprised at the setup as I walked in.  The look inside takes you off guard since the outside looks like it would be the restaurant it may have been at one time. However, when walking in, it was all about the dance floor for me, & the seating around it.
I didn't eat or drink, so I can only speak on the atmosphere, the setup, and the floor, which were all Great... Again, much to my surprise. Great job Beauregard's!",ChdDSUhNMG9nS0VJQ0FnSUNKcHN2djZRRRAB,Charlotte,en,2546
"Honestly, I'm dreaming about the yummy french fries!",ChZDSUhNMG9nS0VJQ0FnSUNqLUluRUF3EAE,New Orleans,en,6061
Food a one time was great my kids loved it and we lived 28 miles away.like everything else food changes are not good could be the cook.,ChdDSUhNMG9nS0VJQ0FnSURvMEphLXNnRRAB,Dallas,en,3673
"Tried the seafood gumbo , and raspberry butter cake for a quick lunch. Zero complaints about either. This would be my first ever gumbo in NOLA. The shrimp was ultra tender and big chunks of crab in it. The ooey gooey raspberry buttercake was all of its words. Damn good. Lawrence and his apprentice with the red hair were amazing. Shout out to them and their amazing service.",ChZDSUhNMG9nS0VJQ0FnSUNqNXVXT1Z3EAE,New Orleans,en,6338
They keep giving me diet soda,ChZDSUhNMG9nS0VJQ0FnSURkeWNpa0NnEAE,New York,en,3892
Good food fun atmosphere,ChdDSUhNMG9nS0VJQ0FnSUREanBiMnlnRRAB,New Orleans,en,5808
"Polla a la brasa was -- marination to perfection, meat fall off the bones tender and juicy.

Ceviche mixto was a little too sour to my liking but the overall component went together well and balanced things out. I also like that there were a lot of raw onions in there, but it didn't taste too onion-y that you'd end up with onion breath.",ChdDSUhNMG9nS0VJQ0FnSUREN1lXZjlBRRAB,Boston,en,1541
tacos are amazing best in pleasant grove,ChZDSUhNMG9nS0VJQ0FnSUNWLXJfTEd3EAE,Dallas,en,3492
If you are in search of authentic West Indian cuisine then look no further.,ChdDSUhNMG9nS0VJQ0FnSUMxd3JUN2hnRRAB,Boston,en,1344
The Sesame Chicken and Walnut shrimps hits. Ordered multiple times and they don’t miss. Let em’ cook,ChdDSUhNMG9nS0VJQ0FnSUREMGVMNnNRRRAB,San Francisco,en,4687
"If you want really poor service then this is the place you want to go to. Food is ordinary, they really go the extra mile to make the service experience exceptionally poor.",ChdDSUhNMG9nS0VJQ0FnSURkMmNLTXdnRRAB,San Francisco,en,4498
🤢🤮 Nasty... The potato salad taste like nothing but mayo. The ribs was tough. The chicken wings wasn't done. I'll never return here again. Money wasted  Mac & cheese was nasty too. Threw the whole plate away. 🤦‍,ChZDSUhNMG9nS0VJQ0FnSURGeXN1aVFBEAE,Atlanta,en,10
"Y'all food is good Fish, wings every thing send ya boy something for free ",ChZDSUhNMG9nS0VJQ0FnSUNSaVpmMEd3EAE,Charlotte,en,2538
My favorite Vietnamese restaurant in the city! Everything is always fresh and full of flavor. They also have my favorite Vietnamese iced coffee.,ChdDSUhNMG9nS0VJQ0FnSUQ5aF9feTFnRRAB,New Orleans,en,6196
Traditional oyster bar with fabulous oysters and great New Orleans food !,ChZDSUhNMG9nS0VJQ0FnSUREaFppYVZnEAE,New Orleans,en,6245
This SUPER RUDE GIRL WHO CLAIM YO BE THE ACTING MANAGER TRIED TO CHARGE ME DOUBLE FOR DRINKS. NO APOLOGIES OR ANY EXPLANATION. JUST THOUGHT SHE WAS GOING TO GET OVER ON ME. DON'T THINK SO. THIS LOCATION WILL NEVER GET MY BUSINESS AGAIN,ChZDSUhNMG9nS0VJQ0FnSUQ5ejhtOGV3EAE,Dallas,en,3765
"Great food! Our entire table loved everything we had. All the drinks were amazing. The server was very nice, and the wait to get in was short. Accommodated the food allergy well. Restaurant was full but didn't feel over crowded.",ChZDSUhNMG9nS0VJQ0FnSUNqcHRlR0VBEAE,New Orleans,en,6397
Nice and accommodating ownership of this Subway!,ChdDSUhNMG9nS0VJQ0FnSURwNHZtUTlBRRAB,Washington,en,5176
"The best Mediterranean food and best grilled meats I’ve had this far in America. Our server wasn’t the best, but overall, it was a wonderful experience!",ChZDSUhNMG9nS0VJQ0FnSUNqa2J6OURBEAE,New Orleans,en,6220
"I feel like Chopt used to have more salad options. I've gone several times and have just found the salad to be so flavorless. Not sure if I need to go heavier on the dressing , but I find them to be really lackluster.  I would rather save my money and make my own salad at Harris Teeter.",ChdDSUhNMG9nS0VJQ0FnSURkMl9lNTBBRRAB,Charlotte,en,2353
I just want to know why it says 24 hours when it's not. And how is this place still open? Everyone says it's a front.,ChZDSUhNMG9nS0VJQ0FnSUNOX05hVldBEAE,Boston,en,1139
"Great breakfast. Lisa was an excellent, friendly server. Everything came quick and prepared perfectly. Best biscuit I have had in a while.",ChdDSUhNMG9nS0VJQ0FnSUNqMmFPNzVRRRAB,New Orleans,en,5727
"Great staff, I love the  customer service .Those dirty bird wings will have you hooked...... If you want amazing fresh food Wing Depot is  is the place to go",ChZDSUhNMG9nS0VJQ0FnSUNxMjc2Z2ZBEAE,Atlanta,en,1010
"We visited Dallas for the eclipse.  We checked Salsa Limón out for breakfast on our first day, and never looked elsewhere.  Great breakfast tacos (I recommend the Favorito) and fresh squeezed mimosas are a great start to a day in Dallas!",ChdDSUhNMG9nS0VJQ0FnSUREcnNta19RRRAB,Dallas,en,3179
"We arrived for our reservation, we were told there would be a 10 minute wait, having waited 10 minutes, we asked and waited an additional 10 minutes. No one greeted us at our table, we waited another 15 minutes, at which point we decided to order our entire dinner not knowing when we would see our server again. We were told that another server would take our drink order, after waiting another 15 minutes we flagged someone down to take our drink order, she came back to fill our barely touched water and said she needed to go pick up our drinks. Our main course arrived, the rice was cold and the medium duck breast was well done. Had to flag down the server again for another drink. We never felt our server cared about our serve, meal etc having only checked on us once. We will not be back.",ChZDSUhNMG9nS0VJQ0FnSUREMUw3aEFnEAE,New Orleans,en,5721
"It’s ok, fries were good, Mac and cheese was average and the chicken strips were disappointing. Got both the coconut and regular tenders and both had barely any flavor. Maybe their burgers are better.",ChZDSUhNMG9nS0VJQ0FnSUNtczZXWUNnEAE,Dallas,en,3209
Love this place come here with my hubby and we can't get enough. We come at least once a week,ChdDSUhNMG9nS0VJQ0FnSUMxc3VhZTFBRRAB,Dallas,en,3657
Wow!! What a superb diner breakfast.The grit cakes were an amazing twist on a savory. And the sweet potato biegnets were new to me and delicious. Perfect sweet and cinnamon. The biscuits and gravy was magic. The eggs scrambled soft were the best I’ve ever had. Thanks for everything!,ChZDSUhNMG9nS0VJQ0FnSUNsd05UT0Z3EAE,New Orleans,en,6544
What I would say is that the waiter wearing a pair of glasses is totally an attacker. Be safe.,ChdDSUhNMG9nS0VJQ0FnSUNEMkx6ZHBnRRAB,San Francisco,en,4688
Been going since day one. But the few times I have been the food has tasted old. Yesterday I ordered and picked up in 15 minutes and the food was cold.,ChZDSUhNMG9nS0VJQ0FnSUMxNGJDeWVnEAE,Boston,en,1776
Best restaurant in town,ChdDSUhNMG9nS0VJQ0FnSUMxaWFpM3RnRRAB,Boston,en,1436
Really bad customer service,ChZDSUhNMG9nS0VJQ0FnSUM5M1lTZ0tREAE,Boston,en,1224
"Lovely place, the food is delicious, their hibachi chicken is amazing, I eat it atleast once a week. Friendly staff and good food combine to make this a great restaurant experience.",ChZDSUhNMG9nS0VJQ0FnSUNkNDlEdFNnEAE,Cary,en,2018
"Had a wonderful dinner , good music , warm atmosphere , home cooked Louisiana style , Owner was friendly and explained his menu , loved the meal , highly recommended",ChZDSUhNMG9nS0VJQ0FnSUM5NmNHLUt3EAE,New Orleans,en,6214
"I'm so sad that LIL V have changed owners or something cause I haven't seen the two brothers. I was there today 2/20/24 and it just didn't feel the same kinda cold and discomfort wasn't that good ole down home feeling. Then came the shock of my life at Lil V's the lady gave a lady 3 ribs cut in half chopped and sliced for a rib sandwich, then I ask for a rib sandwich well she gave me 2 and started cutting in half? I say ma'am you just gave the other person 3 and she told me I got a different meat than her but, the rib was the same piece she just cut from. So I walked out, still don't understand what she was talking about. My last time going there until it changes back to the original Lil V. So disappointed ",ChZDSUhNMG9nS0VJQ0FnSURkeEtpNVF3EAE,Dallas,en,3437
"My grandparents made a reservation for brunch on 4/14. We were greeted by a sweet hostess but then was soon bombarded by another employee, who we soon found out was one of the managers, Brian. Pushy, unprofessional, insulting manager. Was talking down to his staff as if they’re all idiots.
I could go in detail about what else he did during the entire time we were there (because there was a lot) but what really set me off is when he gave my grandparents and my fiancé and I check, while trying to walk away, he told us to basically learn how to make a reservation better next time. My fiancé stopped him from leaving and asked him to repeat himself and the manager stated because my sweet grandfather called to make our reservation and did not use their website, that’s why they weren’t aware we were there for the brunch event. (Event though we stated that we were when we checked in)

We will not be going back.",ChZDSUhNMG9nS0VJQ0FnSUREaDdpMk5nEAE,Cary,en,1940
"Had the Frizzled Fowl chicken and waffles, and they didn’t disappoint! The chicken was fresh and the drizzle was delicious. Our server was great and the food came out quickly.",ChZDSUhNMG9nS0VJQ0FnSURELTV5VFJ3EAE,Cary,en,1840
"Can't get any fresher.  Great place for seafood.  Not quite a restaurant setting, more of a cafe.  Good wine list as well",ChdDSUhNMG9nS0VJQ0FnSUNRM3VxVy1BRRAB,Seattle,en,4888
"The food here is horrible. The rice was cold and super salty. The chicken was raw, not well cooked.  Felt sick to my stomach.  First and last time I buy from here. Do not recommend to friends and family.",ChdDSUhNMG9nS0VJQ0FnSUNCbGNpa2pBRRAB,New York,en,4108
Sweet and sour chicken was great.  There is a surcharge if using your card btw. She gave me my receipt.  I noticed the taxes were off. She only gave me receipt to card machine.  I asked for a detailed receipt. Then I noticed the charge. I asked her why she didn't tell me. She said it's on the wall. Rudely. I asked for a side of gravy. She asked what kind? I said brown. What other kind of gravy you have? She said we have other sauces. I said ma'am I didn't ask for sauce.  Sweet and sour chicken was delicious .  But I'm not paying a Surcharge for using my card. It was over 5 dollars as merchants are not charged with a min purchase. Since I rarely carry cash. I will eat at Hans.,ChZDSUhNMG9nS0VJQ0FnSURac01mTlNBEAE,Atlanta,en,1000
"Had the pairing menu the Red snapper was dry and tough sent back. Nothing about this Italian restaurant smelled like homemade Italian food.
Reading the reviews I must of come on an off night  I would never come back the manager Kenneth Mitten gave me his business card said please come back  but call me first so I can arrange something special for you guys.
One chance they get there's to many other great restaurants to try plus  Im  staying in  mid-town Pricci was a long Uber ride and not worth the time we invested.
I know they have 6 other restaurants under their umbrella, won't try any of the others.",ChdDSUhNMG9nS0VJQ0FnSUQ5Z0llc3FnRRAB,Atlanta,en,210
Me and my lady had such an amazing time at Babylon Cafe. Will definitely return.,ChdDSUhNMG9nS0VJQ0FnSUNkMEtubTN3RRAB,Atlanta,en,148
Amazing attitude from the morning shift crew. Always a great experience,ChRDSUhNMG9nS0VJQ0FnSUMxLXQ0LRAB,Dallas,en,3667
This place sucks pizza sucks on top of that Mexicans what ever thete culture avoid,ChdDSUhNMG9nS0VJQ0FnSUMxX3VxMGpBRRAB,Boston,en,1241
